issn,eissn
17404622,17404630
10503293,14682885
03412059,16134087
10262954,
13791176,
00927872,15324125
10198385,
10832564,
15593940,21575452
07488025,
00103608,
18960782,
18152406,19917120
18650929,
02191997,
19335954,
19389787,
00103616,14320916
15396746,
10075704,
19314523,19314531
10698299,10990887
03605302,15324133
00103624,15322416
03610926,1532415X
03610918,15324141
08820287,
02536102,
03052109,
17467616,
00103632,
00010782,
15293181,
12251763,
1074133X,
01696548,
15340392,
00103640,10970312
00103713,
05888174,
0967067X,
09540113,
13514393,14653958
19420889,
02763915,15452522
03075508,
10668926,
00915521,
0265539X,
03015661,
00103802,14682656
15575330,
15858553,
14222795,14222833
00103837,
03149021,
01422456,
00103853,15732789
03631605,
13511416,
15485315,
02628759,
14622815,
20407262,
13668803,14693615
02421283,
14775700,17412676
17570638,17570646
15316912,15326268
00104035,
0010406X,
03009629,
10964959,
07428413,
03050491,
1744117X,
03009629,
15320456,
10956433,15314332
13678280,
03064492,
16185641,1618565X
17441854,17500109
19930771,1993078X
00104078,
08887233,
03050068,13600486
00104086,1545701X
14724790,1740388X
09387714,14332981
14765926,
01479571,
00104124,
00104132,15284212
15320820,
01472917,
15252647,
00104140,
00104159,
18698980,18698999
01956310,
15691322,15691330
01495933,15210448
00104175,14752999
1089201X,1548226X
03057925,
0894802X,
00104213,
03321649,
08941009,
,
01931903,
15488578,
,
01931903,
08863687,
00104248,
10245294,14772221
17835917,
15540189,15546853
02535076,
10128204,
15332101,
02684055,
17443881,
09652299,
13536117,
16618254,16618262
08912513,
16723813,
17476933,17476941
10762787,10990526
13200682,
14248492,14248506
08983577,
10775889,
1053749X,
11316993,19882327
09451145,
09276440,15685543
09270108,
09526919,
02638223,
00104361,
09619526,
16273486,
09567143,
1359835X,
13598368,
02663538,
10834117,
07339011,
21522057,21522073
0010437X,15705846
00104388,
1065657X,
01607413,
1096598X,
0166526X,
00698032,
00698040,
15277313,
20404603,
0010440X,15328384
15414337,
1568461X,
00988243,
12622788,
,
12518050,
07644469,
16310691,
16310713,
16310721,
16310683,
16310748,
07644450,
16207742,
12874620,
02496291,
13871609,
12962147,
0567655X,
00668915,
02939908,
00650536,
00379026,
,
,
,
00014036,
1631073X,
16310705,
03355993,
00757497,
00104566,
14055546,
01018205,
14667266,
1748670X,17486718
1381298X,
,20010370
2210271X,
10893156,
14769271,
10163328,14208954
,23522143
09277099,15729974
09257721,
14200597,
08247935,14678640
16875265,16875273
08912017,15309312
1619697X,16196988
09270256,
09655425,
1046283X,
01787675,14320924
16179447,
16094840,16099389
09266003,15732894
17494680,
09434062,
01679473,
17527791,
19402503,19402554
00189162,
15707946,
01678396,
10929088,
15464261,
10613773,10990542
02667061,
07240031,
09588221,
1232308X,
00104531,1464357X
01403664,
13613723,
01420496,
00978930,
0146664X,
01677055,14678659
02714159,
09515240,
00104620,14602067
00960551,
14778424,
02673649,
01692607,
00457825,
10255842,
1874561X,
10833455,
14075806,14075814
01489267,15315169
13891286,
03765075,
01697552,
01342452,
00104655,
01677977,
0010468X,
18652034,
18200214,
08993408,17445175
15740137,
02770865,
02896540,
08852308,10958363
09205489,
09259724,15737551
02676192,
02789647,
10773142,1090235X
0734189X,
10939687,14678667
16864360,
07333536,
02639327,
18616410,18616429
08956111,
07304862,
03638235,
01678051,
02320274,
00104809,
00981354,
00978485,
87554615,
15988198,1598818X
03601315,
00457906,
01681699,
00457930,
00983004,
0266352X,
00978493,
03608352,
08981221,
00974943,
03050548,
01674048,
00457949,
00104817,
08840709,
03057097,
00104825,
10693769,
15443574,
07451075,
0274631X,
07475632,
0740445X,
01663615,
10417915,
07368593,
08941866,
07380569,15287033
01989715,
15462218,15462226
07200501,
12518069,
0010485X,14365057
09563385,17410460
13359150,
14329360,
15219615,
00104892,
08956340,
09560521,
14203715,
02140039,
0188252X,
16472462,
11343478,
21769079,21775133
01660810,
10277358,
17296897,17298792
02557983,
10437347,10990534
15466086,15525023
15525031,
08367310,
00105317,
00105333,
14605856,1742352X
01624075,
02640236,
15280187,
02624761,
15320626,15320634
10403108,
1063293X,
13837575,
1607324X,
00105392,
00105422,
10631801,10806520
11220279,
00105678,
17521505,
07388942,
15365581,
14678802,
08886091,
20360967,
10884173,
00105716,
01539329,
09143505,
1747079X,17470803
15275299,
07343469,
00105988,
00106151,
00106178,
02784092,
00960179,
09540091,13600494
0916572X,
03008207,16078438
10781528,
03373126,17762804
00106356,19350252
07406835,
10538100,10902376
13505033,17535522
03613658,
09724923,
08888892,15231739
11955449,
17582067,
15660621,
18777252,18777260
1755263X,
14473682,
00106542,
13510487,
10434062,15729966
13837133,15729354
09500618,
02677768,
14714175,14770857
01446193,1466433X
09670726,
00106925,
18761933,
01764276,14320940
1782348X,
00107069,
08885109,
00107107,
10659293,
08925046,
08933561,
00107174,
10253866,1477223X
03601358,
01051873,16000536
00107271,
13670484,
03069575,
0010728X,
00107301,
14359472,
01719599,
,
10757201,19301200
00107379,
11273070,
08239150,
01919873,
07452837,
17550912,17550920
13619462,
14639947,
10971467,15580997
,
14718359,
15517144,
15720934,
03781100,
10743529,14657287
18979254,20840845
0361476X,10902384
18144810,
13136569,13147641
09607773,
08922764,15733335
17409292,
01479156,
09605290,
20492146,20492154
18720218,18720226
14639491,
01471694,
10282580,
00107484,15489949
87509652,
07494467,
10376178,
00903159,
13504894,
1043898X,15279464
87500507,
00107514,13665812
07350007,
14708914,14769336
13569775,14693631
15723429,
19954255,19954263
00107530,
19489137,
10759298,
09539182,
13523260,17438764
21582041,2158205X
00943061,
09584935,1469364X
0129797X,
15693759,
10486801,14772264
10600558,
10422250,
17541476,17541484
07799969,
13872842,
02784343,
17431816,17431824
15433544,
14630486,
02684160,1469218X
01956043,
10828419,
10802371,
09351175,14320959
00107824,
11651083,
,
0274726X,
00107832,
10535632,
0148012X,
,
15554309,15554317
05754941,
00107999,
13351842,13360337
05864607,
02319004,
03042693,
00058173,
15728323,
17150868,
05738555,
15380645,
14311933,
00107980,
13352806,
03044246,
03014193,16642570
00699667,
,
14209519,
03013081,
03025144,
08631042,15213986
02775921,
18079326,1874656X
15345971,
13834517,
10495541,
07309538,
03248569,
00108022,
14801752,
00108049,
14548658,
09670661,
15321274,
20956983,21980942
01031759,
01972456,
00108146,
07500785,
14051435,
00108189,
07467141,
0264715X,
00108235,
07498055,
00108367,
00108545,
15412555,15412563
00458511,
13954199,
09032703,
00108650,
09398147,
07224028,14320975
15551741,1555175X
01550438,
02500213,
02773740,
10679642,
19389655,
00108804,
00108812,
10690565,
00108847,
09546928,
13623265,
17495032,17551676
18108601,23122722
13563289,
10667938,
09648410,14678683
14720701,
17279232,18103057
13633589,14791889
15353958,15353966
16137027,
1390082X,
21009619,
00109312,
03778711,
13261932,
1005748X,
00109355,
1478422X,
13555243,
00109371,
03346005,
0010938X,
10026495,
18759491,
1361164X,
00109452,
10413766,
0070055X,
00109525,16083075
18329101,
09642749,
14397676,
,
10795057,
14787547,
02749696,
05908876,
1353985X,
17459974,
01607960,
00110000,
14733145,
09515070,14693674
00110035,
05900239,
14662922,
14642506,
13678930,
13678949,
1466142X,
14642514,
1463046X,
14681668,
14765063,
14662914,
17502519,
13678922,
21638306,
1532687X,15396630
0306610X,
08869634,
19433875,19433883
00078999,
05908191,
0742941X,
00916536,
00990248,
01973355,
00456454,
01611593,
00456446,
,
17510694,17510708
10784535,
09631690,14678691
10400419,15326934
23450479,23450487
00111155,
01956671,1095998X
00111287,
01923234,
14603780,17434629
09254994,
17416590,
09579664,14712857
14668025,
00938548,
0731129X,
09627251,19346220
08874034,
07340168,
1478601X,
18719791,18719805
10468374,
0011135X,
00111384,
15386473,17459133
17488966,17488958
19967756,
02275910,
10645136,
03933598,
00111511,
11271140,
02787261,
03900142,20352638
13257730,
02560046,19926049
14672715,
1466609X,13648535
,
14412772,
14107767,
07490704,
00903493,15300293
02795442,
08995885,
08879303,15505111
01602551,
20901305,
12058629,
17405904,17405912
14409917,15685160
00931896,15397858
15427587,
09562257,
10857605,
1535282X,15352811
10452354,10959955
17422043,
19460171,1946018X
09581596,14693682
00111562,14678705
08913811,
13698230,17438772
10408347,
10409238,15497798
07485204,
0278940X,
07388551,15497801
10408363,1549781X
15487679,
10408371,
1040838X,
10643389,
10454403,
10408398,15497852
10408401,
1040841X,15497828
08920915,
08939675,
10408428,
10454411,15441113
08962960,
07352689,15497836
10408436,
07434863,
10408444,15476898
02610183,
08969205,
0923411X,
17508487,17508495
07393180,
15295036,
20439059,20439067
17539153,17539161
00111570,17522293
20363176,20367902
00111503,
00111589,15360342
03017605,17488605
00111619,
12907839,
0308275X,
03524000,
10482687,
13304860,18463878
18455719,
03539296,
13331108,18476139
03539504,13328166
18455662,
00111643,1334417X
03507823,
,11237023
03905438,
03911535,
18360947,14449838
15187853,
02612194,
0011183X,14350653
13527606,
10693971,
20404344,20404352
00459100,
01900447,
07412037,
21601577,21601593
1462897X,
14765276,
0011216X,
00112240,10902392
00112275,
01432044,
19940416,19940424
01811568,
12900796,
01811576,
01811584,
19362447,19362455
01611194,15581586
18716431,18798101
14630184,
15287483,15287505
02321300,15214079
10637745,1562689X
0889311X,
20734352,
14668033,
03932648,
03125211,
,
01225383,
0149936X,
19461186,
01203592,19007205
11347872,
11321989,
01221450,
01214772,
02100266,
07160046,07176821
0210847X,19888333
11319070,19882637
11316837,19882157
11337613,19882521
02116820,
11357606,
11350970,
17946670,
15788423,
11397861,
20272103,21450226
10122508,
02105462,
0011250X,
02134497,
,
07193661,0719367X
02141744,
08640408,
03614441,15482464
14059193,
03915654,
11356405,15784118
16965043,
16977750,
15841057,20655002
14780038,14780046
08867356,
08824371,15345203
10999809,
1077341X,
09213740,
14744740,14770881
17432197,
17499755,
09502386,14664348
15327086,
18711502,
09548963,14693690
10484876,
14759551,14772760
1354067X,
14755610,
17662923,21114528
21539553,
13691058,14645351
0165005X,1573076X
14735784,14735776
1157996X,
03608298,
00459275,
21462852,
11227176,
03008894,
03448622,
03798577,
00113131,
18746128,
15297322,15346315
16093607,
,
15672050,
09537112,
15734110,
00113204,15375382
15671739,
15233804,15346242
15734072,
15748936,
09609822,
19317212,19317220
19434588,19434596
15680096,
09400745,
15733947,
15233782,15343170
1573403X,
19419066,19419074
19329520,19329563
18723136,
18753973,
15590585,
15748847,
01953842,
15563790,15563804
15734099,
14686708,14686694
15344827,15390829
15733998,
09686053,
14222132,
09637214,14678721
18744737,18744745
15672018,
14727463,
15701638,
13892002,
15748863,
13894501,
15680061,
15680053,
1568007X,
15680088,
1568010X,
15748855,
15734080,
02713683,
19363761,1936377X
15228037,1534312X
15665232,
01728083,14320983
13892029,
,21967865
16877063,16877071
20811632,
15469530,15469549
15588211,1558822X
15403408,15410714
15403416,15410706
13455834,
00113530,
1570162X,
15483568,15483576
15226417,15343111
15734021,
09520619,
15733955,
15233847,15343146
19361270,
1099839X,
1466531X,14665328
14664208,
14673037,14673045
2084980X,
13683500,
15734056,
03007995,
01419951,
09298673,
15680118,
15680150,
15680126,
15680142,
15680169,
15680134,
18730418,
03438651,14320991
15665240,
18744702,
15734137,
09759042,9761705
15284042,15346293
1570159X,
15672026,
16082222,
15734013,
09575847,11238178
11980052,
15233790,15346269
15284050,14736322
09527907,14736500
14648474,
23521546,
09581669,
02684705,15317080
09550674,
13675931,
22113398,
1563311X,16060180
13631950,14736519
13590294,
10656278,
10705295,15317072
10460764,
13676733,
10683097,15317064
1752296X,
18773435,
22147993,
02671379,15317056
0959437X,
10656251,15317048
1746630X,
09527915,
09517375,14736527
22145745,22145753
14724472,
09579672,14736535
13695274,
14648431,
10624821,14736543
09594388,
13507540,14736551
09517383,
1040872X,1473656X
10408746,1531703X
10408738,15317021
10872418,15317013
10419918,15317005
10689508,
10408703,1531698X
1065626X,
14714892,
13695266,
09517367,
2352250X,
10705287,15316971
10408711,15316963
13590286,
0959440X,
17514258,17514266
09622594,
09630643,14736586
18796257,
13852728,
15701794,
19407041,19417551
02680890,
15441873,15442241
09719032,
09575839,
15313433,15343081
15733963,
02781204,
15734129,
13892010,
13816128,
15701603,
18756921,18756913
,22146628
03636836,
09520627,
01470272,
01462806,
10400486,
14215721,
03630188,
01471988,
87560410,
15385442,15383199
00459380,
00113840,
15441865,
13892037,
15701646,
19343396,1934340X
19342500,19342616
21604762,
19349297,19349300
,
19348266,19348258
19343671,1934368X
19348525,19348533
19343639,19343647
19348584,19348576
19349270,19349289
19348282,19348290
19343655,19343663
19417322,19388969
19349254,19349262
00702080,
15378276,
15233812,15351645
15734005,
10461310,
13796100,
15458083,15458091
18744710,
21579970,
10887423,
18193366,
00998125,
1573398X,
10695850,
0164310X,
19359748,
15233774,15346307
15733971,
00113891,
15483584,15483592
15743624,
00113921,
1537890X,15378918
1574888X,
02580330,
01497944,
11027355,
0011393X,
0311905X,
0831652X,
18663370,18663389
00702137,
00702153,
01774204,
15680266,
00702161,
0070217X,
15407535,
00702188,
09724524,
09724559,
09728228,
10635823,
10928464,15343189
10928472,1534309X
10928480,15343138
15272729,15346277
09738916,
09724567,
16617649,16617657
15272737,15346285
15701611,
15345874,15390837
15734048,
01926802,
16745507,
00114014,
18771297,
16451384,
03626784,
09585176,14693704
01597868,
15333078,
18082882,
15569527,15569535
00114162,
15227383,
00114189,
20449968,
10954155,
18754570,
10499660,
10499652,
10215182,
12783366,
11375019,
00114227,
00114235,
13119702,13144081
01969722,10876553
10600396,15738337
18027962,
10949313,
21522715,21522723
03990974,
10152881,
19476337,19476345
00702463,
00114529,
14248581,1424859X
00114537,
03010171,
09745963,17426413
10434666,10960023
13596101,
13556568,
13684736,14660830
00114545,
01964763,
15524922,15524930
15524949,
10467386,
09565507,13652303
19493584,19493592
18746020,
09209069,15730778
14653249,14772566
00459453,
18024696,
12121819,
12121800,
12121975,
00114626,
00114642,15729141
12103861,
0070251X,
15824438,
10003983,
00115258,
00115266,15486192
0892015X,
08920141,
11300507,
03088197,
19585586,19585594
0850797X,
00115827,
10067736,
10008608,
14779226,14779234
13681494,17568404
01472526,15324257
00116009,
02642875,
01497677,1940509X
02649160,
0011605X,
1004499X,
01095110,
09078916,16039629
22451919,
03747344,
09010270,
00849588,
01053191,
00702862,
09005579,
18046746,18048285
12205052,
15403009,15697274
0300693X,
15608115,
00116793,
00041157,
00258466,
00298573,
0169023X,
15320936,
,
03636399,
09223487,
23523409,
13845810,1573756X
0011684X,
16831470,
1094253X,
01624105,
17580463,
02654490,
00116963,
00924199,
,
00114839,
0013063X,15729982
00117188,
09290761,
14643154,
,
01457624,
07481187,10917683
0965156X,14693712
15458490,15458504
19295804,19295812
00117315,15405915
15404595,15404609
01679236,
15938883,
08981655,
01466313,
00117471,
01466291,
09670637,
09670645,
01980149,
10120386,
01303082,
10242694,14768267
19856571,
0011748X,
14702436,17439698
14751798,
10848479,
02783479,
03768163,
03540596,
00117781,
01024450,
,
10137424,
14713012,
14208008,14219824
19805764,
10855661,
17419166,
13510347,
01850148,
00118265,
14359871,
00703370,15337790
10746846,
04201213,
01877550,
16411307,
11257865,
1020895X,
03669297,
0947031X,
03669092,
00118486,
1644387X,
10883886,
0744012X,
00118524,
00118532,
00118567,
01912542,
00118583,
09586687,
00913979,
21558213,
00703664,
10620346,
03828514,
87509539,
01095641,
02874547,
,
0744012X,
00118710,
08271305,
03915883,
21783713,
21769451,21776709
0895318X,
16004469,16009657
03055000,
09659986,
,
02773635,
00703737,
87502186,
0250832X,1476542X
00118834,
08839409,
15518426,
10626417,
10914269,15206394
20901321,2090133X
00032417,1432055X
00094722,
03401766,
00175994,
00178470,14321173
00209554,14321289
18649718,
03686698,
00237728,
00253863,
00282804,14330407
,
0941293X,
00854530,14330431
01728113,14321963
0975413X,
09755071,
0033832X,14322102
03722449,
01775537,1433044X
03754685,
05140641,
1019214X,
17103568,
19381972,19381980
03921395,
16654390,
00961108,
17307201,
03942503,
01854038,
07338635,
10760512,15244725
13960296,15298019
00119075,
10278117,
1438776X,16167090
00119083,
03668940,
10188665,14219832
14229196,14240564
21909172,
10603441,
10872108,
20367392,20367406
16876105,16876113
03432432,
00119024,
12203734,
00119164,
19443994,19443986
0046001X,
01203584,
0382909X,
09740643,9764658
17547075,17547083
14780585,
09295585,15728080
03088448,
01995308,
00119342,
07479360,
14606925,
00119407,
18331874,
0142694X,
1385772X,15685551
09251022,15737586
00119741,
00119857,0939334X
,
00120073,
00120235,
00120219,
00120308,
0012074X,
00120413,
00120472,30021472
,
03409341,
00120790,
08634904,
03416593,
00120847,
00120936,
0940855X,
00121010,
00121029,
04156412,14394359
03670023,
03670031,
03433137,
0367004X,
16175891,
09310037,
00121045,
03445925,
00121053,
00121096,
,
00121223,
03668576,
00121207,
18660452,
00121533,17461049
14718731,14718847
10116370,14617072
09501991,14779129
0012155X,14677660
14777282,
09545794,14692198
15988074,
10351132,
03452328,
0949944X,1432041X
00121592,1440169X
09614524,13649213
09506764,14677679
0376835X,14703637
0145305X,
00121606,1095564X
10195815,
01653806,
15345807,
18789293,
19405510,19405529
10588388,10970177
0192253X,
10446672,
00121622,14698749
04190238,
19328451,1932846X
87565641,15326942
17518423,
03785866,14219859
03798305,
00121630,10982302
00121649,
02732297,10902406
1363755X,14677687
01674137,
01679309,
01675117,
03015149,
14246074,
09691855,
15724352,
20430531,20430523
0378519X,
15719197,
09282025,
01686178,
09275207,
01678892,
14748177,
01674501,
09213198,
01651250,
04190254,
09274987,
1574101X,
15725480,
13892177,
01674528,
02503751,
09205446,
03767361,
01672894,
01687972,
01662635,
15710866,
00704571,
01660918,
1871644X,
01675648,
03968014,
10158154,
03787931,
01639625,15210456
03403920,
01712187,
18161820,18161839
,
10002588,
03381684,
00121797,
18616089,
18714021,
12623636,
22336079,22336087
14791641,
01495992,
01457217,
00958301,
20720351,20720378
14668955,
01688227,
10669442,
07416253,
10409165,
15209156,
18696953,18696961
09420037,
11787007,
03943402,17208343
14628902,14631326
14657740,
18617603,
15207552,15207560
07424221,
2000625X,
17572428,
07423071,14645491
14665468,
18609716,
0012186X,14320428
03510042,
16433165,
20844441,22992529
12334723,
12119326,12126853
18619002,
17585996,
21901678,
01764225,15699714
03007162,10806539
08950458,
22115684,
13053825,13053612
10703608,
87551039,10970339
01969617,
02727749,
17562317,
01942514,
03789837,
0254881X,
07353111,
07328893,
10529551,
17461596,
00121924,
03944255,
21734127,
16416414,
00122017,17468361
03044092,
,20132247
09424040,
18862845,
00122033,
14159945,
02428962,
00122173,
07557256,1955270X
12729949,
12948322,
,
00902934,
17335566,
09259635,
10050388,
10011579,
10006753,
1007449X,
16743415,
10001026,
10066047,
1002087X,
10010548,
0258798X,
10059490,
10095896,
10442057,
15595692,
16375823,
0269249X,
07425473,
00122440,
10637419,
00122459,
10429611,
03531392,
00704806,
0012253X,
00139998,
03013243,
00757209,
03421147,
00258512,
0027769X,
00281042,14321904
00317144,
00343536,14391309
00432539,15700607
00122602,
02785994,
10913696,
07440073,
1091370X,
10408878,
10407391,
08934983,
00122661,16083083
09713514,
16874099,16874102
09262245,
03014681,14320436
10120394,
18423582,
00122823,14219867
15908658,
15945804,
02572753,14219875
01632116,15732568
09155635,14431661
02534886,14219883
22120548,
14626268,
20139144,
17564611,
17422876,
15428958,
10512004,10954333
0898901X,
17421128,
2040266X,
07247591,
19835922,21782792
03177645,
07304625,
03921921,14677695
07051085,
09592296,1557301X
01452096,14677709
10002383,
10263721,
1132175X,21716323
17505933,
15518418,
00706639,
19366574,
09638288,
17483115,
09687599,13600508
0974262X,
15402487,15402495
19357893,1938744X
09653562,
03613666,14677717
02764652,
01596306,14693739
17504813,
18029930,
09579265,
0163853X,15326950
14614456,
22116958,
02747529,
1015079X,
15396509,
01795376,14320444
10780947,
15313492,
19371632,
0166218X,
10260226,1607887X
09246703,15737594
0012365X,
09249265,15693929
13658050,
15725286,
18085652,19847939
01246127,
12343099,
00147664,
1093507X,
15315681,
10883371,
11738790,
02780240,
00115029,
01775103,
00960217,
00123706,15300358
11208694,14422050
00123714,
11239247,
15724859,
02513625,
09185704,
01419382,
00123811,
0873626X,
00123846,
00123862,17306310
08962863,
1521298X,
01587919,14750198
17650887,19650167
09268782,15737578
01782770,14320452
21563306,21566550
09671846,13616390
10928073,
10776222,
09336540,
00124044,
08625409,
14242818,
13669516,14724642
20495471,2049548X
14793644,
18333516,
,
,
13152068,
00706760,
14787318,
00124273,
18725791,
02534967,
10007849,
10829873,
09392963,
14348462,
09370420,
01167111,
17548403,17548411
01980238,
10445498,
15687864,
04185412,
13402838,
10425179,10292365
18806023,18806090
00124419,
18794122,
10549692,
12795127,19631014
03669378,
03938395,
03739031,
14310635,
,
00124486,15732622
1408967X,
,
00125032,
00124508,
09237771,
02121573,
02113503,
02655640,
10107649,
1300008X,13036106
10107606,
10107630,
03855023,
00023264,
08695652,
00124958,
16076729,16083091
00124966,16083105
00124974,
03668681,
00125008,16083113
1028334X,
10645624,
00125016,16083121
10283358,15626903
00124990,15738957
03668746,
10228659,
20356803,
02140659,
,
07397240,
0973614X,
02545853,
10053026,
16747607,
10006761,
10010505,
15593258,
1011288X,
16245687,
00125768,
09687912,
04198859,
09581383,
1044789X,
08883076,
00125911,
0012592X,
00125938,
01913905,
03614085,
14791617,
10530797,
02644835,
03612112,
00126136,
16443985,
00126225,
1006768X,
00460702,
10015620,
19969457,19969465
16431618,
07693362,19696973
16296583,
00126497,
07237537,
03768716,
09595236,
01480545,15256014
00126543,
10805826,
10717544,
2190393X,21903948
09135006,
15372898,
08842884,
10559612,10292322
15672697,
11778881,
03639045,15205762
,10982299
18817831,1881784X
13596446,
17418364,
17406765,
17406757,
17418372,
17406749,
17406773,
14694344,
00928615,
00126578,
09757619,
01142402,
00909556,1521009X
07925077,
13474367,
18723128,
03602532,10979883
02140934,
13687646,15322084
01145916,
13555618,
00960225,
11773928,
19427603,19427611
00126616,
11791365,
00126667,
1170229X,
17459265,
87568233,
11720360,
17451981,17404398
11745886,
00126683,
03778282,
00257656,
03786501,
09687637,
13300288,
00126772,
07373937,15322300
0167238X,
1742058X,
00126837,
10643958,
00127086,
00127094,
21538387,
00707546,
00127183,
00958808,
00933058,
1362024X,17522307
,
10188681,13095749
01672878,
03096564,
1307671X,
03536777,15811212
03004414,
0942301X,
01437208,
00127353,
00127361,
21530785,21530793
14765918,
10562176,
19467125,
14689367,
14973715,
09254668,15738698
02681110,
17467586,17467594
03770265,
12013390,
14928760,
1548159X,
02119536,
0012740X,
10769242,10990909
08936633,
0179051X,14320460
12123609,
11752025,
00712477,
01960202,15384667
01455613,
00128163,1534147X
03004430,14768275
10823301,
15245039,
08852006,
10409289,
03783782,
17517885,
15299104,19467842
09639462,14680254
19330065,
03061078,17417260
02611279,14740559
17460654,
,15376583
13544195,
13837427,15733823
09575146,14724421
1943345X,
17556910,
0012821X,1385013X
18818463,
10873562,
10245251,
0256596X,16084780
10763430,
10052321,
18650473,
0736623X,
17946190,
01979337,
03601269,
21904979,21904987
10682678,
18663508,18663516
01679295,15730794
13438832,
02774488,
10003274,
20927614,
10001301,
00988847,10969845
00460931,
00128287,
16744519,
87552930,
08947163,
15607496,
00128252,
03015645,
14789574,
16334760,16381963
08568960,
0012835X,
10966838,
20789947,
20797362,20797370
18752160,18752152
1562918X,
00943037,
13501674,1743971X
21599165,21599173
08883254,
00128449,
00128481,
00128708,
00945056,19394632
12328855,
00128775,
13010883,
10203397,
09280200,
11244909,15901262
14710153,
10640266,1532530X
10671633,
03152081,
15709124,
07555016,
18712592,
00135437,
,23523964
13690663,
0887137X,
10196587,
1082295X,
10231218,
,17546605
10103872,
0956618X,17518539
17441366,
07422822,15408175
01004670,
09249303,
15233081,
2073106X,20731558
12086606,
09067590,
16129202,
19360584,19360592
16423593,
00129402,
02140896,
03275477,1667782X
10510761,
03466868,
18986196,
1476945X,
09218009,
09258574,
03076946,
1470160X,
15749541,
14427001,
03043800,
00129615,
10407413,15326969
09123814,
15434060,15434079
15224740,
02613131,
00129658,
,
13443755,18825974
20457758,
17083087,
00461121,
1461023X,14610248
03670244,15435237
09066691,
0971765X,
1933527X,
07474938,15324168
02664666,14694360
00129682,14680262
13684221,
15780732,
14138050,
07173830,
11251263,19724950
03912078,19724977
01850458,
11202890,
02650665,14680270
,3135926
0143831X,
17518326,
10353046,
00129976,
00129984,
00133264,
17286220,17286239
00130001,
15739414,15740277
05857511,
09285040,
00130079,15392988
08912424,
00130095,
00130109,
00130117,14680289
00952583,14657295
00130133,14680297
02649993,
03915026,14680300
0140489X,14680319
02664658,14680327
00130249,14754932
09393625,
09535314,14695758
09382259,14320479
00130427,14680335
,18646042
1570677X,
02662671,14740028
22807659,22807667
09541985,14680343
2071789X,23063459
15452921,
1441984X,
1038412X,
1038412X,
1038412X,
01651765,
02727757,
14356104,14358131
10438599,14768364
15270815,
00130451,
09670750,14680351
22120122,
02494744,17775795
03361454,
12408093,17775582
00130567,
00130613,
15533832,
03085147,14695766
20726414,
15252531,
19429347,
01439073,
11956860,
,21508925
10762825,
22120416,
14329840,14350629
09639292,15733017
01476513,10902414
09493026,
10121692,
02560054,19420773
21628726,21628734
21628769,21628777
21628742,21628750
19385862,19386737
09674608,
00130796,
10449167,
10964304,
02120429,
09292233,
09604286,14740036
03671038,
0013094X,
00127515,
07366981,19361009
1019083X,
15179702,
01017330,
15751813,
00131091,
0187893X,18708404
1139613X,
03004279,14757575
02651602,
13602357,
00400912,
21541647,
15470350,
10793917,
07488491,
00131245,
16823206,
09645292,14695782
1373847X,17821428
15573060,15573079
17497728,
13678523,
13576283,14695804
01678329,
14739879,1475990X
00131350,
15399672,15399664
10682341,
21000808,21000816
17537983,
17461979,17461987
09650792,17475074
0013161X,
02671611,
00131644,
10627197,15326977
18748597,
01485806,
01623737,
00131725,19388098
03601277,15210472
00131784,
17411432,17411440
07311745,17453992
00047597,
00131857,
08959048,
00461520,15326985
01443410,14695820
02667363,
1040726X,1573336X
00131881,14695847
13803611,
19903839,
15702081,
1747938X,
0013189X,
00131911,14653397
03055698,14653400
00131954,15730816
14364522,
10421629,
00132004,
01490370,
1611311X,
1815381X,18153828
00127582,
00127590,
01708287,
17368987,22281339
17362563,
10998128,15389685
19415532,19415540
12367850,
11336137,
1302597X,
13001337,
11102608,
11108665,
11101849,
16874285,20903278
11101768,
04492285,
20905939,
11100559,
11104902,
11108630,
11101083,16878329
0378603X,
11109823,
20906218,20906226
11101164,
15424359,15424367
16928857,20117477
01935380,19350201
00982601,
00132586,1086315X
08406286,
07907915,
14785706,14785714
00132608,
11218819,
18977979,20844840
16794508,
07246706,
00132683,
00461628,
00774715,
00132810,
17819989,20303769
2191219X,
09734945,
16456432,
13480391,
14482398,
15333167,
13058282,
1335342X,
04209036,
02357224,20290586
13001361,
10255508,
00133035,
00133183,
00133205,
1331677X,
04247558,
03670643,
16828658,
,
00133329,
08692092,
02043564,
15072711,
00494143,
01460706,
13691856,
17418887,
00134260,
02613794,
03616967,
0731356X,
15325008,
03787796,
00134252,
09487921,
04247760,15206416
09655433,
10287957,
13258273,
09702318,
10406190,
07454309,
10619526,
10400397,15214109
00709778,
18682529,18685994
10990062,
10648208,
13443542,
13882481,
00134686,
03053091,
03009416,
00134694,
0924980X,
01685597,
04248155,
17385997,
15368378,15368386
02726343,1532527X
00134732,
0301150X,
01938576,
08920354,
14644622,
00709816,
00134821,
13895753,
15674223,
15702294,
1083589X,
01416219,
00134872,
15370755,
00134902,
01921541,
14362511,
17407494,17407508
10767975,
18609937,
20705948,
07173458,
10778926,10971440
10726691,15506150
14794403,
15794377,
02199874,
10893032,
14464381,
15455556,
16814835,
14006529,14036835
10813810,
12928933,
09480382,
10836489,
14173875,
16995880,16962095
19357524,
14439255,
17295254,
14777029,
15775097,
02640473,
,
10196781,
17388090,
19312431,
15710653,
15710661,
00134945,
02631474,
00134953,
