issn,eissn
0272846X,
07360258,
01650475,
09675868,
09621067,13652702
0732183X,
00223875,
09765662,
10796533,
00219746,
10534628,
03036979,1600051X
00912700,
1916694X,
03086593,
02694727,13652710
01606689,
1076044X,
00219762,10974679
10689583,15733572
02710749,1533712X
16738225,
13695207,
08895813,
10667865,
10470336,
10761608,15367355
15509389,15509397
19329261,1932927X
00912751,10970096
20514158,20514166
13866532,
13619543,
,2192113X
10407278,15728862
22129820,
20417969,
10069097,
14000350,
07490208,15515036
00934658,
03618773,
15470091,
15677095,
15248372,15327647
15847101,
15553434,
0898929X,15308898
20445911,2044592X
08898391,
0887381X,
15203972,
10990399,
08975264,15433382
87568225,
15210251,15414167
00219797,
00958522,
22379363,
15204766,15204774
10638539,
08353026,
13826905,15732886
00219800,
00973165,
00958956,10960902
20901968,20901976
14628732,1478565X
00219886,14685965
03063631,
10731687,
14760401,
00219894,17416442
00219908,
00195138,
00219916,14602466
00219924,
17538068,17538076
01968599,
1363254X,
17962021,
12292370,
18456421,
10642269,
02684535,
13523279,
10529284,10991298
09536833,
1868310X,
00945145,15733610
07370016,15327655
02634465,
10705422,15433706
00904392,15206629
19390807,
00219940,
15339114,21505403
01475967,10957227
20426305,20426313
00472328,
13834924,
00219967,
00219975,
03029824,
03407594,14321351
01741578,1432136X
13876988,15725448
07357036,
17486831,
17446414,17446422
15533840,
14468263,
0885064X,10902708
00219983,1530793X
10900268,
08846804,
0218396X,
15211398,15729206
03770427,
10618600,15372715
15551423,
15461955,15461963
10665277,
01928651,1096987X
15698025,
15539105,
02549409,
09729372,
14727978,
1757482X,
09295313,15736873
00219991,10902716
18777503,
00220000,10902724
10642307,
02664909,13652729
03638715,15323145
08874417,
20907141,2090715X
15493636,
10009000,
0926227X,
16877381,1687739X
09281045,
0920654X,15734951
10407286,
10836101,
1796203X,
19911599,
15564673,
15309827,
13301136,18463908
08873801,
10421726,
00220019,
14677954,
15740773,15740781
00220027,
14683768,
13558250,
09720707,9745203
15228150,
07339364,
18236499,21804222
16099451,
0143974X,
10720537,15210650
0022006X,
00958891,
00220078,
14720817,
14695405,17412900
15398285,
07363761,
01687034,
03621677,
10577408,15327663
00935301,15375277
01697722,
18155669,
02589001,14699397
00472336,
1689832X,
10439862,
15263711,
08912416,
1815347X,
14782804,14782790
00220094,
00979937,
10683623,19349416
10683372,19349378
00220116,15733564
13537903,
10670564,14699400
22121447,
09660879,14685973
00220124,
08941912,
07377363,19484801
16875249,16875257
10222812,
16726340,
21953880,21953899
01683659,
15470148,15470156
19759320,
09446532,
2213297X,
00958972,
10165584,
09291199,
14735970,17578426
1463001X,
10783458,
14668858,
14764172,14764180
14732130,14732165
15257886,
14757516,
10928057,
15236919,15243303
07489633,
00220167,
15332691,15332683
02704145,
10492275,15363732
08902739,
07345410,
10105182,
10743219,
09748237,9769285
00220175,
09732586,9732594
15401383,15401391
0735648X,21589119
00472352,
10708286,
10511253,17459117
00914169,
,20093829
08839441,
10400257,
14767430,15725138
18739946,
15427528,15427536
1092678X,
01693816,15730719
00220221,
02780372,
21908508,21908516
09332790,14321378
00220248,
15428052,
10715568,
08852545,
17530350,17530369
08873631,
12962074,
20441266,20441274
09740333,9751947
10641734,21647313
00220272,13665839
1462883X,
12034754,16157109
03036987,16000560
17849934,
07463898,
00951544,
15691993,
09709371,09745165
00220299,14697629
00220302,15253198
16717295,
17571871,1757188X
1089313X,
19361955,
10638016,15338010
17412439,17412447
09743901,
10814159,14657325
12460125,
15485129,
13518372,
10455736,10863214
17587360,
00220337,
1043254X,
00220345,
19917902,
10883118,
03005712,
15518949,
10741240,
17539641,1753965X
01480812,
18987249,
09231811,
15740757,
09546634,
03852407,
00991708,
09524649,17417279
17483050,15691551
2212571X,
0022037X,15482278
0169796X,
19439342,19439407
03043878,
00220388,
0196206X,
1056263X,15733580
10849467,
20401744,20401752
02537222,
17530393,17530407
10568727,
22516581,
20401116,20401124
13681109,
23146745,23146753
19322968,
08916632,
87564793,
14604728,
03628558,
02538768,
19390211,
10236198,15635120
00220396,10902732
0022040X,
17512972,17512980
15567281,
08971889,1618727X
13687506,
09727272,
01954350,
17460166,17460174
23312521,2331253X
10442073,
18812473,18838030
15708667,
09720529,
01932691,15322351
19388926,
10502556,
00220418,
10001484,
17732247,
09529500,
13579215,
00472379,15414159
14791137,
00220426,
19412851,
1061186X,10292330
15459616,
15504263,15504271
00220434,
10792724,
10407294,
02724316,
18770223,18770703
14687984,
1476718X,
10901027,
10676341,
10538151,
13853783,15700658
1674487X,1867111X
03321851,
17934311,
13632469,
19769229,
10101608,
09258558,15728560
15982408,
17531055,17531063
10669868,15286959
20502974,
00220469,14697637
13490222,1880344X
2081139X,22998993
00220477,13652745
22878327,22881220
1975020X,
16734831,
03044076,
07479662,
17034949,
01672681,
0252953X,
13087800,
01651889,
00220485,
00220493,
14682702,14682710
13814338,15737020
00220507,14716372
15691721,
1225651X,19765525
1860711X,18607128
00213624,
00220515,
1350178X,14699427
08953309,
17487870,
01674870,
01443585,
09500804,14676419
00220531,10957235
12292893,
01486195,
15333604,
10550925,19389744
10586407,15309134
22180648,
09318658,16177134
09724397,
14724049,
10950680,15334112
21623937,
00220574,
13665456,
19347200,
13639080,
00989495,
00220612,
10824669,
02607476,13600540
02680939,14645106
09578234,
00220620,
10769986,
10474412,1532768X
13892843,
07356331,15414140
14445530,
00220655,
1013090X,
20416938,20416946
,19435916
00220663,
00220671,
00220701,
1547500X,
15424049,15424057
03075133,
18741657,18741665
03743535,15732681
00952443,
08946566,15404129
18266223,19718829
17457289,
20900147,20900155
18446035,20672128
07252986,
,18915469
15824594,
13353632,
19750102,
11125209,
15726657,
00220736,15328430
13853449,15738663
09205071,15693937
10506411,
00220744,14779986
07410581,
03682048,
15392937,
19389027,15266133
10179909,
03615235,
10007105,
10437398,15289044
10802711,
15424065,
1941126X,19411278
09238174,15730727
02179822,
09603131,
03610209,
08921059,
03043886,
1090185X,
16442296,
00220752,
09742700,0974519X
15435865,
01972510,
07364679,
19997086,19997094
00991767,15272966
14474999,
09726527,
15541908,15587940
17980461,
10926798,15404714
10634266,
09275398,
13264443,
17401453,17401461
15562646,
09222936,15709256
00220787,
10632239,
1565012X,
03914097,17208386
00220795,
16089677,
00992399,
20359969,2036282X
09680519,
08927790,
10746218,
15266028,15451550
07370652,
20954956,
07339402,
1021447X,
01950738,15288994
15589250,
11101903,
1816949X,18187803
23375779,
09234748,
09544828,14661837
10694730,
07424795,15288919
00944289,15288889
00220833,15732703
07339399,
00220841,
10620125,
23071877,23071885
17266009,
18234690,
17919320,
03779254,
07479964,
18102328,19905432
10249559,
19347197,
17260531,
03636941,
14751585,
00754242,15525457
15766357,16954300
10655131,10265511
02701170,
17410398,
17506204,
03789519,9744576
07498004,
18125689,18125670
09713557,
10988394,15282651
10704965,
10831363,
16879805,16879813
14643332,
02548704,
22133437,
00950696,10960449
00958964,
13480685,1881817X
16486897,
14962551,1496256X
07339372,
00220892,
,2052336X
10583912,
17262135,16848799
09528873,1464374X
10490280,
03014797,10958630
,20687729
14640325,14640333
01464779,
07318898,
09640568,13600559
1523908X,15227200
10647546,
13115065,
02724944,15229610
00472425,
0265931X,
0367827X,
03601226,
10771204,
10934529,15324117
03601234,15324109
10590501,15324095
07363001,
03601242,
01191144,
19947887,
10010742,
10258620,
00472433,15413802
87555093,
14756366,14756374
09175040,13499092
13595229,
0143005X,
22106006,
08966974,
16762649,
18750443,
13403516,
07370806,15427412
10412905,
0972060X,
14964155,17088240
10401466,
10553045,
10761616,
15313204,
1369183X,14699451
,23526181
15377938,
15332640,15332659
02780771,
17464269,
03788741,
02890771,14395444
10665234,15507408
18793665,
10496483,15286967
03915115,
03090590,
07036337,14772280
09479511,
13501763,14664429
17539269,
09589287,
00472441,17402379
13561294,
21565872,
15323382,15323390
17565383,
15433714,15433722
14243199,14243202
00220930,16083202
1010061X,14209101
09369937,14321386
17892082,
08875405,
21502668,
10979751,
1728869X,
15575063,19316283
10846654,
17431050,
03929078,
18783317,
0952813X,13623079
10637761,10906509
09398600,
00220949,14779145
00220957,14602431
00220965,10960457
15733750,
00220973,
00220981,
00221007,
17458080,17458099
11790695,
09584625,
00221015,
23298456,23298464
00961515,
00977403,
1076898X,
00963445,
00961523,
02787393,
00221031,10960465
1939067X,
13594117,
0022104X,1097010X
15488969,1552499X
19325223,
15525007,15525015
08890668,
10534245,
15590631,1559064X
10775315,
00221058,
,19958692
10821821,
15477029,
10580476,15733475
18778585,
15267431,15327698
03631990,
0192513X,
10748407,1552549X
14711893,
00943509,
08933200,
08975353,15404080
10522158,
13229400,
01634445,14676427
08857482,15732851
13510363,
13612026,
1098612X,
08952833,
87554178,15533913
0922338X,
03856380,
01251759,
19408676,
00934690,
02738570,
15564959,15564967
07424671,
00221082,15406261
00221090,
10523073,
13590790,17587239
14798409,
0304405X,
10429573,10960473
09704205,
13664387,17598443
13864181,
02702592,14756803
13630539,14791846
09208550,15730735
15723089,
10423915,
07349041,
1944687X,
00221112,10958649
01407775,13652761
18164927,
10598596,
16617746,
1753318X,
2062249X,
10653090,
0094730X,
87558564,
00221120,14697645
08899746,10958622
00982202,
10530509,15734994
00221139,
07377037,15430413
10219498,
13368672,
01458884,
08891575,10960481
02608774,
10657258,
21934126,21934134
01458876,
01458892,
10454446,15404102
0362028X,
01469428,17454557
01496085,
00221147,
00221155,
15414329,
1226332X,
14590255,
15378020,15378039
17571146,
10672516,15422224
04492544,
00961191,
02776693,1099131X
1752928X,
0895173X,
00221171,
09711929,
15211029,15407136
15563693,
0258414X,
20508794,20508808
09585184,14699478
14789949,14789957
15228932,15229092
22124780,
00221198,
11046899,
14755327,
13416979,16107403
12124834,
00221201,
1007662X,
19725787,
10695869,
07485514,
09592695,
02705060,
10683666,
1550624X,
02532409,
23148896,23148888
09726802,17584965
00221236,10960783
17564646,
10074252,
09567968,14697653
0309877X,14699486
01640313,15729591
02707314,10969934
10276084,
19107595,
10505350,15733602
10793062,
01445170,
2093582X,20935641
09441174,
08159319,14401746
22243992,22246509
18418724,
19416628,19416636
10434518,
1091255X,
15410889,
19359705,19359713
08917140,
10538720,
09589236,14653869
15237036,
1099498X,15212254
00221260,
08848734,15251497
03063070,
00221287,
10481990,
00221295,
13452630,1610739X
00221309,
00221317,14652099
17365279,17364337
17411343,
10597700,15733599
00221325,
00221333,
03949257,
16738527,
14623528,14699494
03756742,
09497714,14321394
02643707,
19908326,
04945387,
1009637X,
14355930,14355949
00221341,
03098265,14661845
00221368,
00221376,15375269
00221392,
10073817,
10506926,
19414889,
00472468,14208997
03930440,
13125192,13145673
01480227,
17422132,17422140
10899995,
18026222,18031943
04492560,
07339410,
10900241,
16715411,
87564629,
18794068,18794076
15398412,
00221414,
08919887,
14705427,14753014
00989134,
01634372,15404048
00221422,
12268453,20934947
00221430,
00754250,
10570829,
1550428X,15504298
22137165,
19344708,
13411268,
17449626,
17400228,17400236
0974777X,9748245
10627375,15337995
1097198X,
08911762,15286975
09255001,15732916
09758542,
13520237,
15261719,
03649024,10970118
21504857,21504865
10779248,
03801330,
15665844,
15526100,19434618
19044720,22454586
09573720,
15707873,
14335883,
1556035X,15560368
01623192,
07315090,15333884
20050380,20050399
15369935,
10424067,
10692673,
09741216,09747818
07302614,
03635023,15316564
02667681,
17531934,15322211
08941130,1545004X
13894978,
10059113,
13417649,1880828X
03043894,
21535493,21535515
08859701,1550509X
11292369,11292377
,
10958940,
10464360,
00959006,
01604198,
10793739,
00221465,
08977186,15404064
08854726,15286916
10786767,
10492089,
10681132,
10974768,
07373252,
10810730,10870415
01676296,
10556699,
15262472,
09720634,
03616878,15271927
13591053,
08574421,
13449702,13475207
13558196,
14777266,
16060997,
10681124,
20402295,
1099811X,
10969012,
08892482,
08917930,
10789537,
10744797,
10532498,
08872570,
09668519,
01987593,
00221481,
01909177,
00754269,
0022149X,14752697
17568722,
18655785,
10616128,
15258165,
18686974,18686982
09441166,14360691
01688278,16000641
01695185,
22108033,22108041
15228940,15229106
10496475,15403580
00221503,14657333
00221511,
0022152X,
13811231,15729397
22144048,
10298479,
09266801,
10478310,
00221546,15384640
1360080X,14699508
19943237,23056959
17564255,17564263
15381927,
00221554,
03057488,10958614
15665852,15699854
09521909,14676443
01478885,
14620308,
15381501,1538151X
1069837X,
15538346,15538613
10001980,
08980101,
1546900X,
11180021,
15477355,
00918369,
21938407,15122891
23533978,23005009
00221589,
14620316,
15222179,15390705
01956701,
15323269,
08837570,
15390942,15390934
15535592,
15535606,
07382928,
10507051,15410897
14476770,18395260
10963480,15577554
17579880,
19368623,19368631
14738376,
15664910,15737772
10511377,10960791
02763893,
16720733,
10911359,
19328575,
19452829,19452837
09709274,
03008134,
00472484,10958606
14345161,1435232X
09509240,
16405544,
08903344,
03067297,
03084329,
09523871,1365277X
09741208,
0022166X,15488004
15332845,15332853
14754835,
17579619,17579627
,18353800
19885202,
0097840X,
09716858,
10909508,
21590311,21611939
19310293,
00221678,
19347227,
16729102,
19320248,19320256
18796397,18796400
07339429,
00221686,
10016058,10004874
15706443,
14647141,14651734
10840699,
00221694,
00221708,
,22145818
1525755X,15257541
00221724,
00221732,
10709428,
02198916,
02636352,
09521178,
13260219,21519668
16986180,18867995
00329452,
23375787,
10787844,
19320191,
87509237,
10623701,
07473583,
15571912,15571920
15362949,15362957
15562948,15562956
10964045,15733629
14768518,
01971522,
15321819,15324230
03051811,
00221759,
00221767,15506606
23148861,23147156
01630571,
10538550,
15249557,
10675582,
1547691X,15476901
03086534,
07407769,
13883127,
09230750,15731111
09266437,
09710973,
09731342,
09719261,
17554209,17554195
00221791,
09724052,
0972124X,
0970275X,
16140001,
00221805,
03043908,
1226086X,
15475816,1553166X
21681015,21681023
10881980,15309290
00221821,14676451
20138423,20130953
15377881,1537789X
01694146,
13675435,14765535
19355041,
09702083,
08826404,
15280837,
13206095,
15661679,
10255834,1029242X
14435756,
15289168,19409214
01634453,
1341321X,14377780
18760341,
19722680,
17571774,17571782
10687777,
00221899,15376613
10787852,
11787031,
1675414X,21803862
15487741,
07459963,
02196492,17936926
18463312,18469418
15980316,21581606
10619321,
20734212,20734239
17505968,
03876101,
1976913X,
10256008,
01655515,
10162364,
10998047,
08887985,
10553096,
07399014,
02683962,14664437
19331681,1933169X
15479714,15393585
19387857,
1477996X,
15571319,15571327
17511577,
18666892,
10760342,
15331458,
01418955,15732665
1533905X,
20082053,20084072
1662811X,16628128
17935458,17937205
00221902,
10530495,15728870
15741443,15741451
01620134,
08927553,15728889
13468073,
1366638X,15729753
00221910,
15362442,
13674587,
19765622,
10179216,
09517359,
09324569,
17441374,17441382
16756061,
,19429525
17480221,
07436661,
15307638,
08973962,
19445083,19445091
14769018,20428685
14624567,
14732297,
18071953,
10920617,
20953119,
16134516,
1943815X,19438168
20954964,
02196352,
16729072,17447909
13668250,14699532
14691930,
17446295,17446309
20508824,
09642633,13652788
15599493,
2001015X,
10641246,
09210296,15730409
09259902,15737675
09565515,15728145
1045389X,
03341860,
15472450,
08850666,15251489
1093023X,
10949968,15206653
15414914,
00221937,
21922659,
14041634,
17475759,
07256868,
19366264,
00221945,
02601079,
00221953,15309169
09720502,
10799907,
01978357,
15350770,
10717641,
1072303X,15403572
09546820,13652796
09721096,
10167390,
09557873,
15426297,15588025
10619518,
13087649,
10770755,
21699763,2169978X
17513057,17513065
00472506,14786990
19018401,
08961530,
14781387,14781395
1309100X,
09541748,10991328
13693034,14643758
00221996,
15707385,
09541314,1467646X
10424431,
08974438,15286983
10754253,
1069031X,15477215
03000605,
14883473,
02615606,
18764104,
16740440,
14086980,15811980
09105476,
09638199,14699559
14770024,
13880292,15481476
15398706,
12045357,
10911367,
15332861,1533287X
18674828,18690238
16079264,
08862605,
13561820,14699567
1383875X,
08964327,15408183
19160518,19160526
02680882,
08965846,
10423931,
17533783,20403917
09280219,15693945
00222011,10960805
10189068,
20411618,20411626
0022202X,
10870024,15291774
10815589,
15444759,
08941939,
10010963,
1006706X,
07339437,
10277595,1735854X
17590833,
09552340,14716917
15564894,15561828
13531042,17440548
03864812,13422618
13439677,
00214671,
04494156,
00290343,
00222062,
03865835,
00290203,
00956848,15494721
10409564,
15244113,1554611X
,
00222097,
1053699X,1477285X
1671587X,
00754277,
10239510,20082843
10128832,
73831018,16584244
10128840,
10183647,
10183639,
02182165,
13673270,
18958281,
20053673,
17388228,
10118934,15986357
12258245,
,21672040
12255467,
07311613,
22314261,
18652433,
00222135,
03624803,10991344
0734306X,15375307
01953613,
00222143,15326543
,22110682
1747423X,
18626033,2164604X
15894673,
20780303,
15692159,15699862
0261927X,
17984769,20530684
15348458,
20512856,20512864
10926429,
10523901,
00222151,
1042346X,
18800688,
20089783,22286721
19354932,
13569325,14699575
15452476,15485811
0022216X,1469767X
15348431,
00222186,15375285
10446419,
1320159X,
0263323X,
87566222,14657341
10731105,
15480518,
19352611,1935262X
00222194,
14690047,
21617201,19465319
00222208,
01440365,17440564
00931748,1521057X
00472530,15375366
15440036,
01469584,
00222216,
10894160,15403548
10099921,
07415400,
,
15574091,15574105
15538605,15538338
19361653,
00222232,
09610006,
01930826,
1533290X,15332918
19386389,19375034
09495932,
03878805,
14715317,
07338724,
11295767,
10551360,
00222267,
09218319,
09297855,
00222275,15397262
08982104,15322394
01483919,
10826076,1520572X
1086296X,15548430
03417638,
02564718,
17489725,
15678326,
0955792X,1465363X
07431066,
09258531,
10506934,
15325024,15325032
09504230,
02630923,
14613484,
15461998,15462005
,20799268
00222291,15737357
10892591,15260976
00222313,
,17507235
15324435,15337928
10526188,
01640704,
02761467,
00222348,1525609X
15321797,15329038
10601325,
07366574,
0022233X,
00222356,
10907807,
10641858,
10641866,
00222364,15578968
10531807,15222586
12261750,
03048853,
10911332,
19395906,
10647554,15737055
13417738,
00222372,15451542
10833021,15737039
23760540,23761032
10941525,
10834087,
15349713,15349721
01492063,
10492127,15588033
13853457,
18333672,
21914761,2191477X
02621711,
10525629,15526658
17511348,17587751
0742597X,
02689235,
07421222,
10564926,
00222380,14676486
14766086,
10453695,
02683946,
01614754,15326586
10669817,
09356339,
15266125,
10871357,
02786125,
1741038X,
19438095,
15420353,15420361
,17445647
09412905,
1061026X,10290427
00222402,15439542
16719433,19935048
10232796,
09484280,14378213
09247963,
0194472X,
15572285,15572293
00222410,
16974840,16979133
00222429,15477185
1046669X,15407039
13527266,14664445
02734753,
08841241,15407144
0267257X,
00222437,15477193
10696679,
10185992,
00222445,17413737
00945102,
08900523,
10765174,
13591835,
14384957,16118227
20282508,
09599428,13645501
20507488,
20507518,
20507534,
07387989,
10599495,15441024
01629719,
08991561,
09240136,
10620656,
08842914,
,22387854
00222461,15734803
10050302,
02618028,
09574522,1573482X
09574530,15734838
0931704X,
10647562,
14767058,14764954
09396322,
10570802,
0022247X,10960813
23375760,
07323123,
03036812,14321416
02599791,
18622976,
03044068,
14226928,14226952
09249907,15737683
1846579X,
02190613,
15701166,
22142487,22142495
21908567,
00222488,10897658
18129471,18175805
00222496,10960880
10723374,
13405705,
0022250X,
10520600,
17459737,17459745
15493644,
17513472,
21905983,
0023608X,
13864416,
09728279,0974942X
03010503,
17359260,17359279
10500472,
18235514,
10241752,
00222542,
1738494X,
03783804,
17277191,
02195194,
15593959,
00222569,
19424302,19424310
07380666,
15348423,15348415
16522354,
08997764,15327736
14682753,
18641105,
16090985,
13428810,
13091689,13096222
02681218,
09668454,
14528258,
09677720,
17521947,
10001948,
19326181,1932619X
13696998,
00222577,
23145137,
03091902,
00222585,
03066800,14734257
20080387,
00222593,14686244
10413545,
22517294,
09205497,
21567018,21567026
17549477,17549485
19398654,
14388871,
13431420,
1547481X,
17457904,17457912
00222615,
09716203,
87550229,
00472565,16000684
16824474,18125727
10114564,
19973438,19973446
09691413,
10651438,
01485598,1573689X
15609006,
07415397,
15569039,
13464523,
09296441,
01466615,10969071
00959065,
00222623,
1096620X,
19960875,
16840240,
00257850,
19979797,
15966941,
1844122X,18443117
03605310,17445019
20359411,20363877
10829636,15278263
03044181,
17546559,17546567
19476566,21539650
09527648,
20372272,22806148
10163476,
00222631,14321424
03767388,
13664786,
0749596X,10960821
11772484,
18756867,
15718913,
0022264X,
09638237,13600567
00928623,
10784470,
10914358,
19315864,19315872
17556228,20428707
01486608,
02634929,15251314
14226375,
03075966,
19325150,19325134
19485948,
21946418,21946426
01677012,
12258873,
10177825,
16841182,
10407685,
07457138,
10577157,
15514897,15558037
02652048,14645246
00222712,
15371646,
09601317,
13892258,15685632
18653928,18653936
0266349X,
0262821X,
00222720,13652818
01913239,
00222739,
08327823,
15167399,
21791074,
15525864,
15269523,
18351271,
15027570,
08993718,
17351537,
02710137,
13456296,
00222755,
09729941,
15534650,15534669
11162775,
14505339,
10627391,15738736
15586898,
15504646,
0022278X,14697777
15389472,
17535654,17535662
17496772,17496780
19305311,1930532X
16118944,
07381727,10863265
00222801,15375358
1354571X,
14725886,
0022281X,15291464
09500340,13623044
19476574,21529272
2095087X,
00222828,10958584
00222836,
03045102,
10013555,
13811177,
13811169,
16742788,17594685
15251578,
07487991,
09525041,
00222844,14321432
02637855,
10933263,
15672379,
01677322,
09462716,14321440
14641801,14753774
16102940,09485023
08958696,
09523499,10991352
17502187,
00222852,1096083X
00222860,
01661280,
02601230,
03043932,
00222879,15384616
03057240,14653877
17404681,17455243
19336632,21616310
21770298,
03622525,
00222895,
16726316,19930321
10579214,10991360
08838534,
17447143,17476615
15268233,
10428224,
11782390,
01434632,
17962048,
1042444X,
15423980,
17569737,17569745
0047259X,10957243
15293041,
10460756,
01424319,15732657
11087161,
10582452,15407012
02189577,
10598650,20516169
10570837,19450079
00222909,19417497
00222917,
17527066,17527074
01411896,
02779269,
15564908,15565009
13602004,
10457984,
10074376,
20776772,
16625250,
14773155,
1555130X,15551318
16874110,16874129
21535434,21535477
,21577439
19390637,19390653
13880764,1572896X
19342608,
15334880,
17904439,
16879503,16879511
19492944,19492952
13450069,
08856028,
10044574,
15440478,1544046X
10039953,
18755100,
00222933,14645262
18610293,
01633864,15206025
09725547,
19390459,19390467
09769668,22297707
10588108,
18138535,20708998
03734633,14697785
00222968,
09670335,
14775751,
0022300X,
13551841,
19345798,18784429
09732179,
19996217,
19907974,19907982
11218428,
16069331,
22518363,22518819
00223018,1539736X
10848045,10958592
10647570,15737705
17962056,
17412560,
03009564,
09363076,
03036995,
1352237X,
07928483,
10697438,
00223034,10974695
00223042,14714159
03004864,15737381
19321481,
2090858X,20908601
18661947,
09538194,
17430003,
20930879,20930887
01677063,15635260
10512284,
15571890,15571904
01655728,
17422094,
17598478,17598486
09116044,
15570576,15570584
08884390,
08906599,
02711575,
13001817,
21936358,21936366
21936331,2193634X
21936315,21936323
03405354,
00223050,1468330X
09391517,
0167594X,15737373
10708022,15365166
15437698,15437701
00223069,
00223077,15221598
0449282X,
08950172,15457222
17486645,17486653
01509861,
02706474,15292401
01650270,
08880395,
03604012,10974547
1937321X,2151318X
09763147,9763155
00223085,
19330707,19330715
15475654,15475646
08984921,
00472603,
03905616,
10874208,1530017X
08977151,
13550284,15382443
00223026,
10238166,14772655
10868259,
10773002,
14802422,
09298215,
1522886X,15229025
20928637,
09688005,
13454676,
16616952,16616960
00223093,
01959298,15734862
03400204,14374358
10945512,
13454773,18805221
14029251,
02188635,
09388974,14321467
03770257,
10485252,10290311
10495142,15406997
01915886,15733653
13629387,
07387997,
10025618,
02506408,
03683249,
10713581,15326551
00223107,
08913919,
03683265,
03683281,
03683230,
00223115,
01615505,
03920208,
00914916,
00223131,
20900201,2090021X
20356005,20356005
0022314X,10961658
17908140,17908159
15702820,15693953
00912182,
0047262X,
00020443,15390721
20729235,
10573631,15505065
01484834,
10737472,
09660429,13652834
10613749,
08894647,
15276546,15475069
08820627,
10894179,15407020
16616499,16616758
00223166,15416100
22883886,22883959
20900724,20900732
00223182,
14994046,
01639366,15408566
21551197,21551200
12797707,
13590847,13646907
09552863,
10495150,
09556664,
03014800,
20900708,20900716
16601769,
22113649,
08842175,
01443615,13646893
13409654,
17012163,
13418076,14470756
09719202,
03766349,
15459624,15459632
10762752,
09631798,
13419145,
08156409,
10768998,
00961736,
17456673,
1054044X,
10530487,15733688
14427591,
19411243,19411251
17183200,
16725182,
09168370,
19368437,19368445
87563320,
10807683,
10509674,
0282423X,
08927219,
0968784X,
00959774,
15112780,
13458957,13473352
16878450,16878469
10781552,1477092X
15547477,
20525931,20532091
,
1755876X,
02726963,
03794024,
20082010,2008322X
18695760,
07447132,
2090004X,20900058
15517489,
16198638,
16198638,
01734911,
19430620,
15365379,
10709762,
20408978,20408986
0150536X,
09700374,
14644258,13616617
14644266,17413575
00223239,15732878
14544164,
18884296,19891342
23330384,23330376
0973029X,1998393X
02782391,15315053
22125558,
13490079,18803865
00223247,
20002297,
03009777,
09042512,16000714
0305182X,13652842
13434934,
00223255,
00959618,
17471060,17471079
00223263,15206904
14779633,
15462234,
08943796,10991379
01608061,15408604
09534814,
10919392,15327744
15440508,
15311864,
0022328X,
14345293,
10646655,
14653125,14653133
08344825,
03170209,
01906011,
13613111,
07360266,
09519580,
09492658,14362023
10225536,
1749799X,
08905339,
,0972978X
15909921,15909999
18972276,
22104917,22104925
10826467,19372426
04752058,
2036413X,20364121
20908059,20420064
03816605,
19160216,
00306622,
1090655X,
1369698X,
22130780,
17572215,
15849953,18422403
00223344,
18344909,
09185283,
02672073,
10344810,14401754
15265900,
15360288,
08853924,
19395914,
11787090,
15609014,
09212728,15730417
00223360,
0377919X,15338614
08258597,
10966218,
07437315,10960848
00223387,
09717196,
00223395,
20900023,20900031
01486071,
02797976,
18777171,1877718X
07351232,
07471351,
00223409,
00223417,10969896
15498417,15498425
17400201,1740021X
00223433,
15423166,
03066150,
10833188,
18795390,18795404
0334018X,
02772116,15364801
08915245,
10774114,15363678
18710336,13057707
13042580,
18171745,
08825963,15328449
10434542,15328457
0022345X,
01913913,
02716798,15392570
1060152X,
01468693,1465735X
18745393,18758894
00223468,
22135766,
14775131,
00223476,10976833
01455508,
15425983,15425991
14747472,
09667369,17455251
1397002X,13993011
10752617,10991387
08873828,
10899472,15328473
08932190,15505073
03005577,16193997
0936174X,
07438346,
20932278,20932286
00223484,16000765
00223492,
17504589,
18747094,18747167
10811443,
08853134,
00223506,14676494
00223514,
00223891,15327752
0885579X,
0920525X,
18665888,
16124758,16124766
1348589X,13490923
21900558,21900566
01416421,
09204105,
00223522,
00223530,14602415
20951779,
07317085,
10564950,
15385698,15385396
17598885,17598893
18725120,
20935552,20936214
08837597,15408574
09580581,
09769234,22297723
20523211,
09753648,
00223549,
09751459,
0386846X,
08966966,
21412502,
0090466X,
1567567X,15738744
10568719,
01605402,
13478648,
00223565,15210103
0976500X,9765018
1816496X,
09764879,9757406
22233806,19275951
14821826,
00223573,
03677524,
08971900,
1445937X,
09746943,
10440054,
87551225,
10549714,
15477037,
00472662,15691624
00223611,
10538364,
18200958,18214959
03098249,14679752
00954470,10958576
00472670,
10106030,
10111344,
13895567,
00223638,
19477988,
09149244,
00223646,15298817
15433080,15435474
18880258,
00472689,15297845
00927023,
00223654,
10895639,15205215
15206106,
10895647,
19327447,
19487185,
15828131,20662483
00223670,15200485
08943230,10991395
16753402,21804230
10274642,
20790015,20799209
09155287,
19419430,19419449
03054470,13616447
17518113,17518121
00223697,
09534075,
09538984,
00223727,
00223735,
03054608,
09543899,
03054616,
00223743,
00223719,
17426588,
18806791,18806805
13453475,13475355
18806546,18806562
00223751,14697793
11387548,
08675910,
09284257,
18369553,
11181028,
09311785,14390434
09209034,
07423098,1600079X
23097981,
19491190,19491204
17538335,
09334173,
01427873,14643774
03074870,
0739456X,
15385132,15526585
08854122,
09717811,
12269239,
12292818,
18614051,
18613829,18613837
17529921,1752993X
07217595,14358107
