"id","autor","afiliuje","zatrudniony"
"14326","Lewandowska, Magdalena","nie","nie"
"14326","Stetefeld, Joerg","nie","nie"
"14326","Ossysek, Karolina","nie","tak"
"14326","Madej, Mariusz","nie","tak"
"14326","Bereta, Joanna [SAP11012315]","tak","tak"
"14326","Sobczak, Mateusz","nie","tak"
"14326","Shojaei, Shahla","nie","nie"
"14326","Ghavami, Saeid","nie","nie"
"14326","Los, Marek J.","nie","nie"
"14326","Dulak, Józef [SAP11012135]","tak","tak"
"14329","Gil, Margaret","nie","nie"
"14329","Komorowski, Marcin P.","nie","nie"
"14329","Seshadri, Mukund","nie","nie"
"14329","Rokita, Hanna [SAP11009796]","tak","tak"
"14329","McGray, A. J. Robert","nie","nie"
"14329","Opyrchal, Mateusz","nie","nie"
"14329","Odunsi, Kunle O.","nie","nie"
"14329","Kozbor, Danuta","nie","nie"
"14330","Chrapusta, Anna","nie","nie"
"14330","Nessler, Michał B.","nie","nie"
"14330","Drukała, Justyna [SAP11015198]","tak","tak"
"14330","Bartoszewicz, Marzena","nie","nie"
"14330","Mądry, Ryszard","nie","nie"
"14337","Adamski, Michał [USOS94901]","nie","tak"
"14337","Chrapusta, Ewelina [USOS78039]","nie","tak"
"14337","Bober, Beata [SAP11019461]","tak","tak"
"14337","Kamiński, Ariel [SAP14001351]","tak","tak"
"14337","Białczyk, Jan [SAP11006567]","tak","tak"
"14333","Zdżalik, Michał [USOS11798]","nie","tak"
"14333","Steć-Niemczyk, Justyna [USOS57568]","nie","tak"
"14333","Pustelny, Katarzyna [SAP13903472]","tak","tak"
"14333","Popowicz, Grzegorz","nie","nie"
"14333","Władyka, Benedykt [SAP12119116]","tak","tak"
"14333","Dubin, Adam [SAP11006048]","tak","tak"
"14333","Potempa, Jan [SAP11010833]","tak","tak"
"14333","Sienczyk, Marcin","nie","nie"
"14333","Dubin, Grzegorz [SAP11019243]","tak","tak"
"14333","Oleksyszyn, Józef","nie","nie"
"14333","Burchacka, Ewa","nie","nie"
"14331","Dziga, Dariusz [SAP11017672]","tak","tak"
"14331","Liszniańska, Magdalena [USOS96223]","nie","tak"
"14331","Władyka, Benedykt [SAP12119116]","tak","tak"
"14336","Aggarwal, Chhavi [SAP11020233]","tak","tak"
"14336","Banaś, Agnieszka [SAP11019078]","tak","tak"
"14336","Kasprowicz-Maluśki, Anna","nie","nie"
"14336","Borghetti, Carolina [SAP14010012]","tak","tak"
"14336","Łabuz, Justyna [SAP13005009]","tak","tak"
"14336","Dobrucki, Jerzy [SAP11010251]","tak","tak"
"14336","Gabryś, Halina [SAP11007886]","tak","tak"
"14335","Brodowska, Katarzyna","nie","nie"
"14335","Al-Moujahed, Ahmad","nie","nie"
"14335","Marmalidou, Anna","nie","nie"
"14335","Horste, Melissa Meyer zu","nie","nie"
"14335","Cichy, Joanna [SAP11013475]","tak","tak"
"14335","Miller, Joan W.","nie","nie"
"14335","Gragoudas, Evangelos","nie","nie"
"14335","Vavvas, Demetrios G.","nie","nie"
"14332","Chmiel, Elżbieta","nie","nie"
"14332","Palusinska-Szysz, Marta","nie","nie"
"14332","Zdybicka-Barabas, Agnieszka","nie","nie"
"14332","Cytryńska, Małgorzata","nie","nie"
"14332","Mak, Paweł [SAP11016637]","tak","tak"
"15074","Gruszecki, Wiesław I.","nie","nie"
"15074","Szymańska, Renata [SAP12020217]","tak","tak"
"15074","Fiedor, Leszek [SAP11012795]","tak","tak"
"14334","Brodowska, Katarzyna","nie","nie"
"14334","Theodoropoulou, Sofia","nie","nie"
"14334","Horste, Melissa Meyer Zu","nie","nie"
"14334","Paschalis, Eleftherios I","nie","nie"
"14334","Takeuchi, Kimio","nie","nie"
"14334","Scott, Gordon","nie","nie"
"14334","Ramsey, David J.","nie","nie"
"14334","Kiernan, Elizabeth","nie","nie"
"14334","Hoang, Mien","nie","nie"
"14334","Cichy, Joanna [SAP11013475]","tak","tak"
"14334","Miller, Joan W.","nie","nie"
"14334","Gragoudas, Evangelos S.","nie","nie"
"14334","Vavvas, Demetrios G.","nie","nie"
"15151","Szcześniak, Ewa","nie","nie"
"15151","Rosadziński, Stanisław","nie","nie"
"15151","Spałek, Krzysztof","nie","nie"
"15151","Szymanowski, Mariusz","nie","nie"
"15151","Kreitschitz, Agnieszka","nie","nie"
"15151","Kruk, Jerzy [SAP11013050]","tak","tak"
"15151","Śliwiński, Michał","nie","nie"
"15151","Kamiński, Ryszard","nie","nie"
"14340","Sarna, Michał [SAP14013488]","tak","nie"
"14340","Żądło, Andrzej [SAP13902010]","tak","tak"
"14340","Hermanowicz, Paweł","nie","tak"
"14340","Madeja, Zbigniew [SAP11014709]","tak","tak"
"14340","Burda, Kvetoslava","nie","nie"
"14340","Sarna, Tadeusz [SAP11004925]","tak","tak"
"14341","Ryszawy, Damian [SAP14007358]","tak","tak"
"14341","Sarna, Michał","nie","nie"
"14341","Rak, Monika","nie","tak"
"14341","Szpak, Katarzyna","nie","tak"
"14341","Kędracka-Krok, Sylwia [SAP11016010]","tak","tak"
"14341","Michalik, Marta [SAP11010016]","tak","tak"
"14341","Siedlar, Maciej [SAP20001094]","nie","nie"
"14341","Zuba-Surma, Ewa [SAP12019984]","tak","tak"
"14341","Burda, Kvetoslava","nie","nie"
"14341","Korohoda, Włodzimierz [SAP11003391]","tak","tak"
"14341","Madeja, Zbigniew [SAP11014709]","tak","tak"
"14341","Czyż, Jarosław [SAP11015316]","tak","tak"
"14343","Hermanowicz, Paweł","nie","tak"
"14343","Sarna, Michał","nie","nie"
"14343","Burda, Kvetoslava","nie","nie"
"14343","Gabryś, Halina [SAP11007886]","tak","tak"
"15152","Kasimova, Kamola R.","nie","nie"
"15152","Sadasivam, Magesh","nie","nie"
"15152","Landi, Giacomo","nie","nie"
"15152","Sarna, Tadeusz [SAP11004925]","tak","tak"
"15152","Hamblin, Michael R.","nie","nie"
"14339","Sekuła, Małgorzata [SAP14013842]","nie","nie"
"14339","Miękus, Katarzyna [SAP14012939]","tak","tak"
"14339","Majka, Marcin [SAP20002206]","nie","nie"
"14338","Semchyshyn, Halyna M.","nie","nie"
"14338","Międzobrodzki, Jacek [SAP11012289]","tak","tak"
"14338","Bayliak, Maria M.","nie","nie"
"14338","Lozinska, Liudmyla M.","nie","nie"
"14338","Homza, Bohdana V.","nie","nie"
"15071","Szymańska, Renata [SAP12020217]","tak","tak"
"15155","Jedynak, Paweł","tak","tak"
"15155","Myśliwa-Kurdziel, Beata [SAP11015459]","tak","tak"
"15155","Turek, Elżbieta","nie","nie"
"15155","Malec, Przemysław [SAP11013396]","tak","tak"
"15158","Florczyk, Urszula [SAP13902819]","tak","tak"
"15158","Jaźwa, Agnieszka [SAP11019832]","tak","tak"
"15158","Maleszewska, Monika","nie","tak"
"15158","Mendel, Mateusz","nie","tak"
"15158","Szade, Krzysztof [SAP14003002]","tak","tak"
"15158","Kozakowska, Magdalena [SAP14011348]","tak","tak"
"15158","Grochot-Przęczek, Anna [SAP11019856]","tak","tak"
"15158","Viscardi, Monika","nie","nie"
"15158","Czauderna, Szymon [USOS61513]","tak","tak"
"15158","Bukowska-Straková, Karolina [SAP14004912]","tak","nie"
"15158","Kotlinowski, Jerzy [SAP14001478]","tak","tak"
"15158","Józkowicz, Alicja [SAP11114690]","tak","tak"
"15158","Łoboda, Agnieszka [SAP11019077]","tak","tak"
"15158","Dulak, Józef [SAP11012135]","tak","tak"
"15153","Klaus, Tomasz [SAP14006389]","tak","tak"
"15153","Kulesza, Małgorzata [USOS112452]","nie","tak"
"15153","Bzowska, Monika [SAP11018260]","tak","tak"
"15153","Wyroba, Barbara [USOS102783]","nie","tak"
"15153","Kilarski, Witold W.","nie","nie"
"15153","Bereta, Joanna [SAP11012315]","tak","tak"
"15156","Gawlik-Dziki, Urszula","nie","nie"
"15156","Świeca, Michał","nie","nie"
"15156","Sułkowski, Maciej","nie","nie"
"15156","Dziki, Dariusz","nie","nie"
"15156","Baraniak, Barbara","nie","nie"
"15156","Czyż, Jarosław [SAP11015316]","tak","tak"
"14486","Kruk, Jerzy [SAP11013050]","tak","tak"
"14486","Szymańska, Renata","nie","nie"
"14486","Cela, Jana","nie","nie"
"14486","Munne-Bosch, Sergi","nie","nie"
"14484","Lipert, Barbara [SAP12019910]","tak","tak"
"14484","Węgrzyn, Paulina [SAP11019019]","tak","tak"
"14484","Sell, Henrike","nie","nie"
"14484","Eckel, Juergen","nie","nie"
"14484","Winiarski, Marek [SAP20001442]","nie","nie"
"14484","Budzyński, Andrzej [SAP20001261]","nie","nie"
"14484","Matłok, Maciej [SAP20002343]","nie","nie"
"14484","Kotlinowski, Jerzy [SAP14001478]","tak","tak"
"14484","Ramage, Lindsay","nie","nie"
"14484","Małecki, Maciej [SAP20001383]","nie","nie"
"14484","Wilk, Wacław","nie","nie"
"14484","Mitus, Jerzy","nie","nie"
"14484","Jura, Jolanta [SAP11017456]","tak","tak"
"15154","Horwacik, Irena [SAP11116244]","tak","tak"
"15154","Rokita, Hanna [SAP11009796]","tak","tak"
"15160","Dłużewska, Jolanta [SAP12019752]","tak","tak"
"15160","Ślesak, Ireneusz","nie","nie"
"15160","Kruk, Jerzy [SAP11013050]","tak","tak"
"15163","Kotlinowski, Jerzy [SAP14001478]","tak","tak"
"15163","Grochot-Przęczek, Anna [SAP11019856]","tak","tak"
"15163","Taha, Hevidar","nie","tak"
"15163","Kozakowska, Magdalena [SAP14011348]","tak","tak"
"15163","Pilecki, Bartosz","nie","tak"
"15163","Skrzypek, Klaudia","nie","tak"
"15163","Bartelik, Aleksandra","nie","nie"
"15163","Derlacz, Rafał","nie","nie"
"15163","Horrevoets, Anton J. G.","nie","nie"
"15163","Pap, Attila","nie","nie"
"15163","Nagy, Laszlo","nie","nie"
"15163","Dulak, Józef [SAP11012135]","tak","tak"
"15163","Józkowicz, Alicja [SAP11114690]","tak","tak"
"15161","Collet, Guillaume","nie","nie"
"15161","Lamerant-Fayel, Nathalie","nie","nie"
"15161","Tertil, Magdalena","nie","tak"
"15161","El Hafny-Rahbi, Bouchra","nie","nie"
"15161","Stępniewski, Jacek [SAP14002998]","tak","tak"
"15161","Guichard, Alan","nie","nie"
"15161","Foucault-Collet, Alexandra","nie","nie"
"15161","Klimkiewicz, Krzysztof","nie","tak"
"15161","Petoud, Stéphane","nie","nie"
"15161","Matejuk, Agata","nie","nie"
"15161","Grillon, Catherine","nie","nie"
"15161","Józkowicz, Alicja [SAP11114690]","tak","tak"
"15161","Dulak, Józef [SAP11012135]","tak","tak"
"15161","Kieda, Claudine","nie","nie"
"15164","Kłodawska, Kinga [SAP13903477]","tak","tak"
"15164","Kovacs, Laszlo","nie","nie"
"15164","Varkonyi, Zsuzsanna","nie","nie"
"15164","Kis, Mihaly","nie","nie"
"15164","Sozer, Ozge","nie","nie"
"15164","Laczko-Dobos, Hajnalka","nie","nie"
"15164","Kobori, Ottilia","nie","nie"
"15164","Domonkos, Ildiko","nie","nie"
"15164","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"15164","Gombos, Zoltan","nie","nie"
"15164","Malec, Przemysław [SAP11013396]","tak","tak"
"15165","Mystek, Paweł","nie","tak"
"15165","Tworzydło, Magdalena [SAP11018252]","tak","tak"
"15165","Dziedzicka-Wasylewska, Marta [SAP11019137]","tak","tak"
"15165","Polit, Agnieszka [SAP11016972]","tak","tak"
"15166","Murzyn, Krzysztof [SAP11117649]","tak","tak"
"15166","Bratek, Maciej [USOS97082]","nie","tak"
"15166","Pasenkiewicz-Gierula, Marta [SAP11006224]","tak","tak"
"15169","Poyry, Sanja","nie","nie"
"15169","Cramariuc, Oana","nie","nie"
"15169","Postila, Pekka A.","nie","nie"
"15169","Kaszuba, Karol","nie","nie"
"15169","Sarewicz, Marcin [SAP11019911]","tak","tak"
"15169","Osyczka, Artur [SAP11017125]","tak","tak"
"15169","Vattulainen, Ilpo","nie","nie"
"15169","Róg, Tomasz","nie","nie"
"15171","Nowak, Witold [SAP14003044]","tak","tak"
"15171","Borys, Sebastian","nie","nie"
"15171","Kusińska, Katarzyna","nie","tak"
"15171","Bukowska-Straková, Karolina [SAP14004912]","tak","nie"
"15171","Witek, Przemysław [SAP20010375]","nie","nie"
"15171","Koblik, Teresa","nie","nie"
"15171","Józkowicz, Alicja [SAP11114690]","tak","tak"
"15171","Małecki, Maciej [SAP20001383]","nie","nie"
"15171","Dulak, Józef [SAP11012135]","tak","tak"
"15168","Książek, Mirosław","nie","tak"
"15168","Karim, Abdulkarim [SAP14004882]","tak","tak"
"15168","Bryzek, Danuta [SAP14014478]","tak","tak"
"15168","Enghild, Jan J.","nie","nie"
"15168","Thogersen, Ida B.","nie","nie"
"15168","Kozieł, Joanna [SAP11018189]","tak","tak"
"15168","Potempa, Jan [SAP11010833]","tak","tak"
"17250","Grinholc, Mariusz","nie","nie"
"17250","Nakonieczna, Joanna","nie","nie"
"17250","Fila, Grzegorz","nie","nie"
"17250","Taraszkiewicz, Aleksandra","nie","nie"
"17250","Kawiak, Anna","nie","nie"
"17250","Szewczyk, Grzegorz [SAP11019437]","tak","tak"
"17250","Sarna, Tadeusz [SAP11004925]","tak","tak"
"17250","Lilge, Lothar","nie","nie"
"17250","Bielawski, Krzysztof P.","nie","nie"
"17252","Książek, Mirosław [SAP14019141]","nie","tak"
"17252","Mizgalska, Danuta [SAP12020224]","tak","tak"
"17252","Eick, Sigrum","nie","nie"
"17252","Th?gersen, Ida B.","nie","nie"
"17252","Enghild, Jan J.","nie","nie"
"17252","Potempa, Jan [SAP11010833]","tak","tak"
"17248","Kałaska, Bartłomiej","nie","nie"
"17248","Kamiński, Kamil [SAP14003414]","nie","nie"
"17248","Sokolowska, Emilia","nie","nie"
"17248","Czaplicki, Dominik [SAP12019892]","tak","tak"
"17248","Kujdowicz, Monika [USOS94712]","nie","nie"
"17248","Stalińska, Krystyna [SAP12013193]","tak","tak"
"17248","Bereta, Joanna [SAP11012315]","tak","tak"
"17248","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"17248","Pawlak, Dariusz","nie","nie"
"17248","Nowakowska, Maria [SAP11005597]","nie","nie"
"17248","Mogielnicki, Andrzej","nie","nie"
"2720","Pilch, Mariusz [SAP14004545]","nie","tak"
"2720","Dudkowiak, Alina","nie","nie"
"2720","Jurzyk, Barbara","nie","nie"
"2720","Łukasiewicz, Jędrzej","nie","nie"
"2720","Susz, Anna","nie","nie"
"2720","Stochel, Grażyna [SAP11011061]","nie","nie"
"2720","Fiedor, Leszek [SAP11012795]","tak","tak"
"17281","Santocki, Michał [USOS114859]","nie","nie"
"17281","Klimek, Małgorzata [SAP12013074]","nie","nie"
"17281","Kruk, Jerzy [SAP11013050]","tak","tak"
"17281","Płytycz, Barbara [SAP11006056]","nie","nie"
"19145","Banaś, Barbara","nie","nie"
"19145","Kruk, Jerzy [SAP11013050]","tak","tak"
"20248","Fiołka, Marta","nie","nie"
"20248","Grzywnowicz, Krzysztof","nie","nie"
"20248","Lewtak, Kinga","nie","nie"
"20248","Rzymowska, Jolanta","nie","nie"
"20248","Mak, Paweł [SAP11016637]","tak","tak"
"20734","Bukowski, Michał [USOS11646]","nie","tak"
"20734","Polakowska, Klaudia [USOS24930]","nie","tak"
"20734","Helbin, Weronika","nie","nie"
"20734","Sitarska, Agnieszka","nie","nie"
"20734","Nytko, Kinga [SAP14017443]","tak","tak"
"20734","Władyka, Benedykt [SAP12119116]","tak","tak"
"20755","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"20755","Stożek, Karol [SAP14000407]","tak","tak"
"20755","Potempa, Jan [SAP11010833]","tak","tak"
"20749","Dubin, Grzegorz [SAP11019243]","tak","tak"
"20749","Pęcak, Aleksandra [SAP14000944]","nie","nie"
"20749","Malicki, Stanisław [SAP14003798]","nie","nie"
"20749","Majewski, Paweł [SAP14003793]","tak","tak"
"20745","Cichy, Joanna [SAP11013475]","tak","tak"
"20745","Banaś, Magdalena [USOS39536]","tak","tak"
"20745","Murzyn, Krzysztof [SAP11117649]","tak","tak"
"20745","Zabel, Brian A.","nie","nie"
"25282","Chrapusta, Ewelina [USOS78039]","nie","tak"
"25282","Węgrzyn, Michał [SAP11019178]","nie","nie"
"25282","Zabagło, Kornelia [SAP14015453]","tak","tak"
"25282","Kamiński, Ariel [SAP14001351]","tak","tak"
"25282","Adamski, Michał [USOS94901]","tak","tak"
"25282","Wietrzyk, Paulina [USOS111564]","nie","nie"
"25282","Białczyk, Jan [SAP11006567]","tak","tak"
"15863","Myśliwa-Kurdziel, Beata [SAP11015459]","tak","tak"
"15863","Turek, Elżbieta","nie","tak"
"15863","Malec, Przemysław [SAP11013396]","tak","tak"
"23830","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"23830","Milewska, Aleksandra","nie","tak"
"23830","Nowakowska, Maria [SAP11005597]","nie","nie"
"23830","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"23830","Kamiński, Kamil [SAP14003414]","nie","nie"
"23860","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"23860","Stożek, Karol [SAP14000407]","tak","tak"
"23860","Potempa, Jan [SAP11010833]","tak","tak"
"23841","Cichy, Joanna [SAP11013475]","tak","tak"
"23841","Banaś, Magdalena [USOS39536]","tak","tak"
"23841","Murzyn, Krzysztof [SAP11117649]","tak","tak"
"23841","Zabel, Brian A.","nie","nie"
"23833","Bukowski, Michał [USOS11646]","nie","tak"
"23833","Polakowska, Klaudia [USOS24930]","nie","tak"
"23833","Helbin, Weronika","nie","nie"
"23833","Sitarska, Agnieszka","nie","tak"
"23833","Nytko, Kinga [SAP14017443]","tak","tak"
"23833","Władyka, Benedykt [SAP12119116]","tak","tak"
"23917","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"23917","Milewska, Aleksandra","nie","tak"
"23917","Nowakowska, Maria [SAP11005597]","nie","nie"
"23917","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"23917","Kamiński, Kamil [SAP14003414]","nie","nie"
"23946","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"23946","Milewska, Aleksandra","nie","tak"
"23946","Nowakowska, Maria [SAP11005597]","nie","nie"
"23946","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"23946","Kamiński, Kamil [SAP14003414]","nie","nie"
"23920","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"23920","Milewska, Aleksandra","nie","tak"
"23920","Nowakowska, Maria [SAP11005597]","nie","nie"
"23920","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"23920","Kamiński, Kamil [SAP14003414]","nie","nie"
"15888","Latowski, Dariusz [SAP11020234]","tak","tak"
"15888","Schaller, Susann","nie","nie"
"15888","Grzyb, Joanna","nie","tak"
"15888","Goss, Reimund","nie","nie"
"15888","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"15902","Kozik, Andrzej [SAP11010989]","tak","tak"
"15902","Gogól, Mariusz [USOS34694]","nie","tak"
"15902","Bocheńska, Oliwia [SAP12019980]","tak","tak"
"15902","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"15902","Wolak, Natalia [SAP14004417]","tak","tak"
"15902","Kamysz, Wojciech","nie","nie"
"15902","Aoki, Wataru","nie","nie"
"15902","Ueda, Mitsuyoshi","nie","nie"
"15902","Faussner, Alexander","nie","nie"
"15902","Rąpała-Kozik, Maria [SAP11012697]","tak","tak"
"15892","Latowski, Dariusz [SAP11020234]","tak","tak"
"15894","Pasenkiewicz-Gierula, Marta [SAP11006224]","tak","tak"
"15894","Markiewicz, Michał [SAP11019432]","tak","tak"
"15849","Szymańska, Renata [SAP12020217]","tak","tak"
"15849","Pierścińska, Jolanta","nie","tak"
"15849","Ślesak, Ireneusz","nie","nie"
"15849","Kruk, Jerzy [SAP11013050]","tak","tak"
"15886","Gruszka, Jolanta","nie","tak"
"15886","Nowicka, Beatrycze [SAP13036730]","tak","tak"
"15886","Kruk, Jerzy [SAP11013050]","tak","tak"
"15899","Cvetkovic, Dragan","nie","nie"
"15899","Fiedor, Leszek [SAP11012795]","tak","tak"
"15899","Fiedor, Joanna","nie","nie"
"15899","Wiśniewska-Becker, Anna [SAP11013979]","tak","tak"
"15899","Markovic, Dejan","nie","nie"
"25181","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"25181","Kozik, Andrzej [SAP11010989]","tak","tak"
"24820","Zhou, Yun","nie","nie"
"24820","Sztukowska, Maryta","nie","nie"
"24820","Wang, Qian","nie","nie"
"24820","Inaba, Hiroaki","nie","nie"
"24820","Potempa, Jan [SAP11010833]","tak","tak"
"24820","Scott, David A.","nie","nie"
"24820","Wang, Huizhi Z.","nie","nie"
"24820","Lamont, Richard J.","nie","nie"
"24827","Mężyk-Kopeć, Renata [SAP12019288]","tak","tak"
"24827","Wyroba, Barbara","nie","tak"
"24827","Stalińska, Krystyna [SAP12013193]","tak","tak"
"24827","Próchnicki, Tomasz","nie","tak"
"24827","Wiatrowska, Karolina [SAP14011577]","tak","tak"
"24827","Kilarski, Witold W.","nie","nie"
"24827","Swartz, Melody A.","nie","nie"
"24827","Bereta, Joanna [SAP11012315]","tak","tak"
"24823","Zabiegło, Katarzyna","nie","tak"
"24823","Majewski, Paweł [SAP14003793]","tak","tak"
"24823","Majchrzak-Gorecka, Monika","nie","tak"
"24823","Włodarczyk, Agnieszka","nie","tak"
"24823","Grygier, Beata [SAP14012576]","tak","tak"
"24823","Zegar, Aneta","nie","tak"
"24823","Kapinska-Mrowiecka, Monika","nie","nie"
"24823","Naskalska, Antonina [SAP14007700]","nie","nie"
"24823","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"24823","Dubin, Adam [SAP11006048]","tak","tak"
"24823","Wahl, Sharon M.","nie","nie"
"24823","Cichy, Joanna [SAP11013475]","tak","tak"
"25385","Damulewicz, Milena [SAP13003948]","nie","nie"
"25385","Łoboda, Agnieszka [SAP11019077]","tak","tak"
"25385","Bukowska-Straková, Karolina [SAP14004912]","tak","nie"
"25385","Józkowicz, Alicja [SAP11114690]","tak","tak"
"25385","Dulak, Józef [SAP11012135]","tak","tak"
"25385","Pyza, Elżbieta [SAP11010854]","nie","nie"
"24826","Łabędź-Masłowska, Anna [SAP14006686]","tak","tak"
"24826","Lipert, Barbara [SAP12019910]","tak","tak"
"24826","Berdecka, Dominika","nie","tak"
"24826","Kędracka-Krok, Sylwia [SAP11016010]","tak","tak"
"24826","Jankowska, Urszula [SAP13905509]","nie","nie"
"24826","Kamycka, Elżbieta","tak","tak"
"24826","Sekuła, Małgorzata [SAP14013842]","nie","nie"
"24826","Madeja, Zbigniew [SAP11014709]","tak","tak"
"24826","Dawn, Buddhadeb","nie","nie"
"24826","Jura, Jolanta [SAP11017456]","tak","tak"
"24826","Zuba-Surma, Ewa [SAP12019984]","tak","tak"
"24825","Veillard, Florian","nie","nie"
"24825","Potempa, Barbara","nie","nie"
"24825","Guo, Yonghua H.","nie","nie"
"24825","Książek, Mirosław [SAP14002458]","nie","nie"
"24825","Sztukowska, Maryta N.","nie","nie"
"24825","Houston, John A.","nie","nie"
"24825","Koneru, Lahari","nie","nie"
"24825","Nguyen, Ky-Anh","nie","nie"
"24825","Potempa, Jan [SAP11010833]","tak","tak"
"24832","Goulas, Theodoros","nie","nie"
"24832","Mizgalska, Danuta [SAP12020224]","tak","tak"
"24832","Garcia-Ferrer, Irene","nie","nie"
"24832","Kantyka, Tomasz [SAP12019964]","tak","tak"
"24832","Guevara, Tibisay","nie","nie"
"24832","Szmigielski, Borys","nie","tak"
"24832","Sroka, Aneta [SAP12117031]","tak","tak"
"24832","Millan, Claudia","nie","nie"
"24832","Uson, Isabel","nie","nie"
"24832","Veillard, Florian","nie","nie"
"24832","Potempa, Barbara","nie","nie"
"24832","Mydel, Piotr","nie","nie"
"24832","Sola, Maria","nie","nie"
"24832","Potempa, Jan [SAP11010833]","tak","tak"
"24832","Gomis-Ruth, F. Xavier","nie","nie"
"24829","Murzyn, Krzysztof [SAP11117649]","tak","tak"
"24829","Pasenkiewicz-Gierula, Marta [SAP11006224]","tak","tak"
"24831","Pośpiech, Ewelina [SAP14002648]","nie","nie"
"24831","Ligęza, Janusz [SAP13905197]","tak","tak"
"24831","Wilk, Wacław","nie","nie"
"24831","Gołas, Aniela [SAP11019122]","nie","nie"
"24831","Jaszczyński, Janusz","nie","nie"
"24831","Stelmach, Andrzej","nie","nie"
"24831","Ryś, Janusz","nie","nie"
"24831","Blecharczyk, Aleksandra [SAP14014099]","nie","nie"
"24831","Wojas-Pelc, Anna [SAP20001361]","nie","nie"
"24831","Jura, Jolanta [SAP11017456]","tak","tak"
"24831","Branicki, Wojciech [SAP13016047]","tak","tak"
"24828","Łukasiewicz, Sylwia [SAP12020173]","tak","tak"
"24828","Szczepanowicz, Krzysztof","nie","nie"
"24828","Błasiak, Ewa [SAP13007447]","tak","tak"
"24828","Dziedzicka-Wasylewska, Marta [SAP11019137]","tak","tak"
"24840","Burmistrz, Michał [USOS77743]","nie","tak"
"24840","Dudek, Bartosz [USOS11751]","nie","tak"
"24840","Staniec, Dominika","nie","tak"
"24840","Martinez, Jose Ignacio Rodriguez","nie","tak"
"24840","Bochtler, Matthias","nie","nie"
"24840","Potempa, Jan [SAP11010833]","tak","tak"
"24840","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"24836","Górecki, Andrzej [SAP11017621]","tak","tak"
"24836","Bonarek, Piotr [SAP11019221]","tak","tak"
"24836","Górka, Adam Kazimierz [USOS39543]","nie","tak"
"24836","Figiel, Małgorzata [USOS34554]","nie","tak"
"24836","Wilamowski, Mateusz [USOS96480]","nie","tak"
"24836","Dziedzicka-Wasylewska, Marta [SAP11019137]","tak","tak"
"24835","Durbas, Małgorzata [SAP14007712]","tak","tak"
"24835","Horwacik, Irena [SAP11116244]","tak","tak"
"24835","Boratyn, Elżbieta [SAP14007349]","tak","tak"
"24835","Kamycka, Elżbieta [SAP14007454]","tak","tak"
"24835","Rokita, Hanna [SAP11009796]","tak","tak"
"24843","Solich, Joanna","nie","nie"
"24843","Kolasa, Magdalena","nie","nie"
"24843","Kusmider, Maciej","nie","nie"
"24843","Pabian, Paulina","nie","nie"
"24843","Faron-Gorecka, Agata","nie","nie"
"24843","Zurawek, Dariusz","nie","nie"
"24843","Szafran-Pilch, Kinga","nie","nie"
"24843","Kędracka-Krok, Sylwia [SAP11016010]","tak","tak"
"24843","Jankowska, Urszula [SAP13905509]","nie","tak"
"24843","Świderska, Bianka [USOS78201]","nie","tak"
"24843","Dziedzicka-Wasylewska, Marta [SAP11019137]","tak","tak"
"24846","Ramos-Junior, E. S.","nie","nie"
"24846","Morandini, A. C.","nie","nie"
"24846","Almeida-da-Silva, C. L. C.","nie","nie"
"24846","Franco, E. J.","nie","nie"
"24846","Potempa, Jan [SAP11010833]","tak","tak"
"24846","Nguyen, K. A.","nie","nie"
"24846","Oliveira, A. C.","nie","nie"
"24846","Zamboni, D. S.","nie","nie"
"24846","Ojcius, D. M.","nie","nie"
"24846","Scharfstein, J.","nie","nie"
"24846","Coutinho-Silva, R.","nie","nie"
"24845","Rąpała-Kozik, Maria [SAP11012697]","tak","tak"
"24845","Bocheńska, Oliwia [SAP12019980]","tak","tak"
"24845","Zawrotniak, Marcin [SAP13903483]","nie","tak"
"24845","Wolak, Natalia [SAP14004417]","tak","tak"
"24845","Trębacz, Grzegorz","nie","tak"
"24845","Gogól, Mariusz [USOS34694]","tak","tak"
"24845","Ostrowska, Dominika [USOS96239]","nie","tak"
"24845","Aoki, Wataru","nie","nie"
"24845","Ueda, Mitsuyoshi","nie","nie"
"24845","Kozik, Andrzej [SAP11010989]","tak","tak"
"24844","Rybak, Paulina [SAP14003503]","tak","tak"
"24844","Waligórska, Agnieszka [SAP14011046]","tak","tak"
