"id","autor","afiliuje","zatrudniony"
"24844","Bujnowicz, Łukasz [USOS95285]","nie","tak"
"24844","Hoang, Agnieszka [USOS97465]","nie","tak"
"24844","Dobrucki, Jurek W. [SAP11010251]","tak","tak"
"25388","Błasiak, Anna [SAP11019675]","nie","nie"
"25388","Siwiec, Marcin [USOS64833]","nie","nie"
"25388","Grabowiecka, Agnieszka [USOS82548]","nie","nie"
"25388","Błasiak, Tomasz [SAP11018153]","nie","nie"
"25388","Czerw, Anna [USOS116966]","nie","nie"
"25388","Błasiak, Ewa [SAP13007447]","tak","tak"
"25388","Kania, Alan [USOS129470]","nie","nie"
"25388","Rajfur, Zenon [SAP14007955]","nie","nie"
"25388","Lewandowski, Marian [SAP11009721]","nie","nie"
"25388","Gundlach, Andrew","nie","nie"
"25547","Dziga, Dariusz [SAP11017672]","tak","tak"
"25547","Jagiełło-Flasińska, Dominika [USOS81580]","nie","tak"
"24842","Bobis-Wozowicz, Sylwia [SAP14010327]","tak","tak"
"24842","Kmiotek, Katarzyna [USOS97286]","nie","tak"
"24842","Sekuła, Małgorzata [SAP14013842]","nie","nie"
"24842","Kędracka-Krok, Sylwia [SAP11016010]","tak","tak"
"24842","Kamycka, Elżbieta [SAP14007454]","tak","tak"
"24842","Adamiak, Marta [USOS61917]","nie","tak"
"24842","Jankowska, Urszula [SAP13905509]","nie","nie"
"24842","Madetko-Talowska, Anna [SAP20011296]","nie","nie"
"24842","Sarna, Michał [SAP14013488]","tak","tak"
"24842","Bik-Multanowski, Mirosław [SAP20001413]","nie","nie"
"24842","Kolcz, Jacek","nie","nie"
"24842","Boruczkowski, Dariusz","nie","nie"
"24842","Madeja, Zbigniew [SAP11014709]","tak","tak"
"24842","Dawn, Buddhadeb","nie","nie"
"24842","Zuba-Surma, Ewa [SAP12019984]","tak","tak"
"24848","Jaźwa, Agnieszka [SAP11019832]","tak","tak"
"24848","Stoszko, Mateusz","nie","tak"
"24848","Tomczyk, Mateusz [USOS95287]","nie","tak"
"24848","Bukowska-Straková, Karolina [SAP14004912]","tak","nie"
"24848","Pichon, Chantal","nie","nie"
"24848","Józkowicz, Alicja [SAP11114690]","tak","tak"
"24848","Dulak, Józef [SAP11012135]","tak","tak"
"24849","Jajić, Ivan [SAP14007381]","tak","tak"
"24849","Sarna, Tadeusz [SAP11004925]","tak","tak"
"24849","Szewczyk, Grzegorz [SAP11019437]","tak","tak"
"24849","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"24853","Kachamakova-Trojanowska, Neli [SAP12019380]","tak","tak"
"24853","Bukowska-Straková, Karolina [SAP14004912]","tak","nie"
"24853","Żukowska, Monika [USOS118075]","tak","tak"
"24853","Dulak, Józef [SAP11012135]","tak","tak"
"24853","Józkowicz, Alicja [SAP11114690]","tak","tak"
"24859","Suwalsky, Mario","nie","nie"
"24859","Zambrano, Pablo","nie","nie"
"24859","Villena, Fernando","nie","nie"
"24859","Manrique-Moreno, Marcela","nie","nie"
"24859","Gallardo, Maria José","nie","nie"
"24859","Jemioła-Rzemińska, Małgorzata [SAP11115838]","tak","tak"
"24859","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"24859","Edwards, Ana María","nie","nie"
"24859","Mennickent, Sigrid","nie","nie"
"24859","Dukes, Nathan","nie","nie"
"24858","Kozakowska, Magdalena [SAP14001475]","tak","tak"
"24858","Kotlinowski, Jerzy [SAP14001478]","tak","tak"
"24858","Grochot-Przęczek, Anna [SAP11019856]","tak","tak"
"24858","Cieśla, Maciej [SAP14004290]","tak","tak"
"24858","Pilecki, Bartosz","nie","tak"
"24858","Derlacz, Rafał","nie","nie"
"24858","Dulak, Józef [SAP11012135]","tak","tak"
"24858","Józkowicz, Alicja [SAP11114690]","tak","tak"
"24855","Jusko, Monika","nie","nie"
"24855","Potempa, Jan [SAP11010833]","tak","tak"
"24855","Mizgalska, Danuta [SAP12020224]","tak","tak"
"24855","Bielecka, Ewa [USOS61857]","tak","tak"
"24855","Książek, Mirosław [USOS11710]","nie","tak"
"24855","Riesbeck, Kristian","nie","nie"
"24855","Garred, Peter","nie","nie"
"24855","Eick, Sigrun","nie","nie"
"24855","Blom, Anna M.","nie","nie"
"24854","Taraszkiewicz, Aleksandra","nie","nie"
"24854","Szewczyk, Grzegorz [SAP11019437]","tak","tak"
"24854","Sarna, Tadeusz [SAP11004925]","tak","tak"
"24854","Bielawski, Krzysztof P.","nie","nie"
"24854","Nakonieczna, Joanna","nie","nie"
"24857","Szade, Agata [SAP14003001]","tak","tak"
"24857","Grochot-Przęczek, Anna [SAP11019856]","tak","tak"
"24857","Florczyk, Urszula [SAP13902819]","tak","tak"
"24857","Józkowicz, Alicja [SAP11114690]","tak","tak"
"24857","Dulak, Józef [SAP11012135]","tak","tak"
"9575","Loch, Joanna I. [SAP13903467]","nie","nie"
"9575","Bonarek, Piotr [SAP11019221]","tak","tak"
"9575","Polit, Agnieszka [SAP11016972]","tak","tak"
"9575","Ri?s, Delphine","nie","nie"
"9575","Dziedzicka-Wasylewska, Marta [SAP11019137]","tak","tak"
"9575","Lewiński, Krzysztof [SAP11011257]","nie","nie"
"8866","Szmyd, Radosław","nie","tak"
"8866","Góralczyk, Anna Grażyna","nie","tak"
"8866","Skalniak, Łukasz [USOS11781]","tak","tak"
"8866","Cierniak, Agnieszka [SAP14001254]","tak","tak"
"8866","Lipert, Barbara [USOS110536]","tak","tak"
"8866","Filon, Francesca Larese","nie","nie"
"8866","Crosera, Matteo","nie","nie"
"8866","Borowczyk, Julia [SAP14001587]","tak","tak"
"8866","Łączna, Eliza [SAP14007363]","tak","tak"
"8866","Drukała, Justyna [SAP11015198]","tak","tak"
"8866","Klein, Andrzej [SAP11004187]","tak","tak"
"8866","Jura, Jolanta [SAP11017456]","tak","tak"
"8851","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"8851","Milewska, Aleksandra","nie","tak"
"8851","Kantyka, Tomasz [SAP12019964]","nie","tak"
"8851","Sroka, Aneta [SAP12117031]","tak","tak"
"8851","Maresz, Katarzyna","nie","tak"
"8851","Kozieł, Joanna [SAP11018189]","tak","tak"
"8851","Ky-Anh, Nguyen","nie","nie"
"8851","Enghild, Jan J.","nie","nie"
"8851","Knudsen, Anders Dahl","nie","nie"
"8851","Potempa, Jan [SAP11010833]","tak","tak"
"9570","Banaś, Magdalena [USOS39536]","nie","tak"
"9570","Zabiegło, Katarzyna","nie","tak"
"9570","Kasetty, Gopinath","nie","nie"
"9570","Kapinska-Mrowiecka, Monika","nie","nie"
"9570","Borowczyk, Julia [SAP14001587]","tak","tak"
"9570","Drukała, Justyna [SAP11015198]","tak","tak"
"9570","Murzyn, Krzysztof [SAP11117649]","tak","tak"
"9570","Zabel, Brian A.","nie","nie"
"9570","Butcher, Eugene C.","nie","nie"
"9570","Schroeder, Jens M.","nie","nie"
"9570","Schmidtchen, Artur","nie","nie"
"9570","Cichy, Joanna [SAP11013475]","tak","tak"
"14641","Adamiak, Marta [USOS61917]","nie","tak"
"14641","Madeja, Zbigniew [SAP11014709]","tak","tak"
"14641","Zuba-Surma, Ewa K. [SAP12019984]","tak","tak"
"16723","Pintscher, Sebastian [USOS62122]","nie","tak"
"16723","Kuleta, Patryk [USOS61389]","nie","tak"
"16723","Bujnowicz, Łukasz [USOS95285]","nie","tak"
"16723","Sarewicz, Marcin [SAP11019911]","tak","tak"
"16723","Osyczka, Artur [SAP11017125]","tak","tak"
"8862","Bojko, Monika [SAP11014807]","tak","tak"
"8862","Olchawa-Pajor, Monika","nie","tak"
"8862","Tuleja, Urszula","nie","tak"
"8862","Kuczyńska, Paulina [SAP14006238]","tak","tak"
"8862","Strzałka, Wojciech [SAP11018339]","tak","tak"
"8862","Latowski, Dariusz [SAP11020234]","tak","tak"
"8862","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"8856","Skrzeczyńska-Moncznik, Joanna [SAP11017787]","tak","tak"
"8856","Wlodarczyk, Agnieszka","nie","nie"
"8856","Banas, Magdalena","nie","tak"
"8856","Kwitniewski, Mateusz [SAP14004302]","tak","tak"
"8856","Zabieglo, Katarzyna","tak","tak"
"8856","Dubin, Adam [SAP11006048]","tak","tak"
"8856","Cichy, Joanna [SAP11013475]","tak","tak"
"8856","Kapinska-Mrowiecka, Monika","nie","nie"
"8855","Guevara Lora, Ibeth [SAP11017332]","tak","tak"
"8855","Błońska, Beata [SAP14009386]","tak","tak"
"8855","Faussner, Alexander","nie","nie"
"8855","Kozik, Andrzej [SAP11010989]","tak","tak"
"8859","Gawronski, Piotr","nie","nie"
"8859","Górecka, Magdalena","nie","nie"
"8859","Bederska, Magdalena","nie","nie"
"8859","Rusaczonek, Anna","nie","nie"
"8859","Ślesak, Ireneusz","nie","nie"
"8859","Kruk, Jerzy [SAP11013050]","tak","tak"
"8859","Karpiński, Stanisław","nie","nie"
"14633","Kowalczyk, Anna","nie","nie"
"14633","Chyc, Marek","nie","nie"
"14633","Latowski, Dariusz [SAP11020234]","tak","tak"
"14349","Voigt, Jurgen","nie","nie"
"14349","Stolarczyk, Adam","nie","nie"
"14349","Zych, Maria","nie","nie"
"14349","Malec, Przemysław [SAP11013396]","tak","tak"
"14349","Burczyk, Jan","nie","nie"
"14637","Borowczyk, Julia [SAP14001587]","tak","tak"
"14637","Drukała, Justyna [SAP11015198]","tak","tak"
"14630","Bojko, Monika [SAP11014807]","tak","tak"
"14630","Waloszek, Andrzej [SAP11014305]","tak","tak"
"14630","Treska, Ewa","nie","nie"
"14630","Kozłowska, Natalia","nie","nie"
"14630","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"15036","Kłodawska, Kinga [SAP13903477]","tak","tak"
"15036","Malec, Przemysław [SAP11013396]","tak","tak"
"15036","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"14350","Jajić, Ivan [SAP14007381]","tak","tak"
"14350","Wiśniewska-Becker, Anna [SAP11013979]","tak","tak"
"14350","Sarna, Tadeusz [SAP11004925]","tak","tak"
"14350","Jemioła-Rzemińska, Małgorzata [SAP11115838]","tak","tak"
"14350","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"14321","Luczak, Magdalena","nie","nie"
"14321","Krzeszowiec-Jeleń, Weronika [SAP11019460]","tak","tak"
"14321","Konopka-Postupolska, Dorota","nie","nie"
"14321","Wojtaszek, Przemysław","nie","nie"
"23331","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"23331","Zając, Dorota","nie","tak"
"9577","Kawalec, Paweł [SAP20002177]","nie","nie"
"9577","Holko, Przemysław [USOS11872]","nie","tak"
"9577","Paszulewicz, Anna [USOS11674]","nie","tak"
"24861","Suwalsky, Mario","nie","nie"
"24861","Jemioła-Rzemińska, Małgorzata [SAP11115838]","tak","tak"
"24861","Altamirano, Mariella","nie","nie"
"24861","Villena, Fernando","nie","nie"
"24861","Dukes, Nathan","nie","nie"
"24861","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"25518","Latkowska, Ewa [SAP11019120]","tak","tak"
"25518","Bober, Beata [SAP11019461]","tak","tak"
"25518","Chrapusta, Ewelina [USOS78039]","nie","tak"
"25518","Adamski, Michał [USOS94901]","nie","tak"
"25518","Kamiński, Ariel [SAP14001351]","tak","tak"
"25518","Białczyk, Jan [SAP11006567]","tak","tak"
"14351","Szczelina, Robert [USOS34495]","nie","nie"
"14351","Murzyn, Krzysztof [SAP11117649]","tak","tak"
"25666","Homa, Joanna [SAP11018490]","nie","nie"
"25666","Rorat, Agnieszka","nie","nie"
"25666","Kruk, Jerzy [SAP11013050]","tak","tak"
"25666","Cocquerelle, Claude","nie","nie"
"25666","Płytycz, Barbara [SAP11006056]","nie","nie"
"25666","Vandenbulcke, Franck","nie","nie"
"27903","Loch, Joanna I. [SAP13903467]","nie","nie"
"27903","Bonarek, Piotr [SAP11019221]","tak","tak"
"27903","Polit, Agnieszka [SAP11016972]","tak","tak"
"27903","Jabłoński, Mateusz [USOS80095]","nie","nie"
"27903","Czub, Mateusz","nie","nie"
"27903","Ye, Xinxia","nie","nie"
"27903","Lewiński, Krzysztof [SAP11011257]","nie","nie"
"25630","Molnar, Laszlo","nie","nie"
"25630","Pollak, Edit","nie","nie"
"25630","Skopek, Zuzanna","nie","nie"
"25630","Gutt, Ewa","nie","nie"
"25630","Kruk, Jerzy [SAP11013050]","tak","tak"
"25630","Morgan, John A.","nie","nie"
"25630","Płytycz, Barbara [SAP11006056]","nie","nie"
"10217","Rorat, Agnieszka","nie","nie"
"10217","Kachamakova-Trojanowska, Neli [SAP12019380]","tak","tak"
"10217","Józkowicz, Alicja [SAP11114690]","tak","tak"
"10217","Kruk, Jerzy [SAP11013050]","tak","tak"
"10217","Cocquerelle, Claude","nie","nie"
"10217","Vandenbulcke, Franck","nie","nie"
"10217","Santocki, Michał [USOS114859]","nie","nie"
"10217","Płytycz, Barbara [SAP11006056]","nie","nie"
"12078","Kastelic, Vanja","nie","nie"
"12078","Pośpiech, Ewelina [SAP14002648]","nie","nie"
"12078","Draus-Barini, Jolanta","nie","nie"
"12078","Branicki, Wojciech [SAP13016047]","nie","nie"
"12078","Drobnič, Katja","nie","nie"
"12475","Okrzesik, J.","nie","nie"
"12475","Kachamakova-Trojanowska, Neli [SAP12019380]","tak","tak"
"12475","Józkowicz, Alicja [SAP11114690]","tak","tak"
"12475","Morgan, A. J.","nie","nie"
"12475","Płytycz, Barbara [SAP11006056]","nie","nie"
"26619","Kozik, Andrzej [SAP11010989]","tak","tak"
"26619","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"26619","Zając, Dorota [USOS112100]","nie","tak"
"26619","Bocheńska, Oliwia [SAP12019980]","tak","tak"
"26619","Kędracka-Krok, Sylwia [SAP11016010]","tak","tak"
"26619","Jankowska, Urszula [SAP13905509]","nie","nie"
"26619","Rąpała-Kozik, Maria [SAP11012697]","tak","tak"
"27726","Janczak, Monika [USOS96841]","tak","tak"
"27726","Bukowski, Michał [SAP14004089]","nie","tak"
"27726","Górecki, Andrzej [SAP11017621]","tak","tak"
"27726","Dubin, Grzegorz [SAP11019243]","tak","tak"
"27726","Dubin, Adam [SAP11006048]","tak","tak"
"27726","Władyka, Benedykt [SAP12119116]","tak","tak"
"27738","Bojko, Agnieszka [USOS38531]","nie","tak"
"27738","Cierniak, Agnieszka [SAP14001254]","tak","tak"
"27738","Adamczyk, Anna [USOS38494]","nie","tak"
"27738","Ligęza, Janusz [SAP13905197]","tak","tak"
"27736","Borek, Arkadiusz [SAP13008285]","tak","tak"
"27736","Kuleta, Patryk [USOS61389]","nie","tak"
"27736","Ekiert, Robert [SAP14011312]","tak","tak"
"27736","Pietras, Rafał [USOS11663]","nie","tak"
"27736","Sarewicz, Marcin [SAP11019911]","tak","tak"
"27736","Osyczka, Artur [SAP11017125]","tak","tak"
"27743","Skrzeczyńska-Moncznik, Joanna [SAP11017787]","tak","tak"
"27743","Bzowska, Małgorzata [SAP11016057]","tak","tak"
"27743","Nogieć, Anna [SAP14002392]","tak","tak"
"27743","Sroka, Agnieszka","nie","tak"
"27743","Zarębski, Mirosław [SAP11019075]","tak","tak"
"27743","Vallieres, Luc","nie","nie"
"27743","Guzik, Krzysztof [SAP11014380]","tak","tak"
"27749","Suwalsky, Mario","nie","nie"
"27749","Avello, Marcia","nie","nie"
"27749","Obreque, Jose","nie","nie"
"27749","Villena, Fernando","nie","nie"
"27749","Szymańska, Renata [SAP12020217]","tak","tak"
"27749","Stojakowska, Anna","nie","nie"
"27749","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"27746","Sabat, Artur J.","nie","nie"
"27746","Ilczyszyn, Weronika M. [USOS38585]","nie","tak"
"27746","van Rijen, Miranda","nie","nie"
"27746","Akkerboom, Viktoria","nie","nie"
"27746","Sinha, Bhanu","nie","nie"
"27746","Kluytmans, Jan","nie","nie"
"27746","Międzobrodzki, Jacek [SAP11012289]","tak","tak"
"27746","Grundmann, Hajo","nie","nie"
"27746","Friedrich, Alexander W.","nie","nie"
"27753","d'Ischia, Marco","nie","nie"
"27753","Wakamatsu, Kazumasa","nie","nie"
"27753","Cicoira, Fabio","nie","nie"
"27753","Di Mauro, Eduardo","nie","nie"
"27753","Garcia-Borron, Jos? Carlos","nie","nie"
"27753","Commo, Stephane","nie","nie"
"27753","Galván, Ismael","nie","nie"
"27753","Ghanem, Ghanem","nie","nie"
"27753","Kenzo, Koike","nie","nie"
"27753","Meredith, Paul","nie","nie"
"27753","Pezzella, Alessandro","nie","nie"
"27753","Santato, Clara","nie","nie"
"27753","Sarna, Tadeusz [SAP11004925]","tak","tak"
"27753","Simon, John D.","nie","nie"
"27753","Zecca, Luigi","nie","nie"
"27753","Zucca, Fabio A.","nie","nie"
"27753","Napolitano, Alessandra","nie","nie"
"27753","Ito, Shosuke","nie","nie"
"27756","Gabruk, Michał [USOS78735]","nie","tak"
"27756","Myśliwa-Kurdziel, Beata [SAP11015459]","tak","tak"
"27757","Fu, Jingyuan","nie","nie"
"27757","Bonder, Marc Jan","nie","nie"
"27757","Cenit, María Carmen","nie","nie"
"27757","Tigchelaar, Ettje F.","nie","nie"
"27757","Maatman, Astrid","nie","nie"
"27757","Dekens, Jackie A.M.","nie","nie"
"27757","Brandsma, Eelke","nie","nie"
"27757","Marczyńska, Joanna [SAP14004916]","tak","tak"
"27757","Imhann, Floris","nie","nie"
"27757","Weersma, Rinse K.","nie","nie"
"27757","Franke, Lude","nie","nie"
"27757","Poon, Tiffany W.","nie","nie"
"27757","Xavier, Ramnik J.","nie","nie"
"27757","Gevers, Dirk","nie","nie"
"27757","Hofker, Marten H.","nie","nie"
"27757","Wijmenga, Cisca","nie","nie"
"27757","Zhernakova, Alexandra","nie","nie"
"27754","Górecki, Andrzej [SAP11017621]","tak","tak"
"27754","Figiel, Małgorzata [USOS34554]","nie","tak"
"27754","Dziedzicka-Wasylewska, Marta [SAP11019137]","tak","tak"
"27761","Puacz, E.","nie","nie"
"27761","Ilczyszyn, Weronika M. [USOS38585]","nie","tak"
"27761","Kosecka, Maja [USOS78668]","nie","tak"
"27761","Buda, Aneta [USOS133515]","nie","tak"
"27761","Dudziak, Wojciech","nie","tak"
"27761","Polakowska, Klaudia [SAP14002515]","nie","tak"
"27761","Panz, Tomasz [SAP11012217]","tak","tak"
"27761","Białecka, A.","nie","nie"
"27761","Kasprowicz, A.","nie","nie"
"27761","Lisowski, A.","nie","nie"
"27761","Krukowski, H.","nie","nie"
"27761","Cuteri, V.","nie","nie"
"27761","Międzobrodzki, Jacek [SAP11012289]","tak","tak"
"27767","Niewiarowska-Sendo, Anna [USOS95013]","nie","tak"
"27767","Patrzałek, Katarzyna","nie","tak"
"27767","Kozik, Andrzej [SAP11010989]","tak","tak"
"27767","Guevara Lora, Ibeth [SAP11017332]","tak","tak"
"27775","Łabuz, Justyna [SAP13005009]","tak","tak"
"27775","Hermanowicz, Paweł [USOS38581]","nie","tak"
"27775","Gabryś, Halina [SAP11007886]","tak","tak"
"27781","Konturek, P. C.","nie","nie"
"27781","Haziri, D.","nie","nie"
"27781","Brzozowski, Tomasz [SAP20000742]","nie","nie"
"27781","Hess, T.","nie","nie"
"27781","Heyman, S.","nie","nie"
"27781","Kwiecień, Sławomir [SAP20001620]","nie","nie"
"27781","Konturek, Stanisław [SAP20000736]","nie","nie"
"27781","Kozieł, Joanna [SAP11018189]","tak","tak"
"27778","Markiewicz, Michał [SAP11019432]","tak","tak"
"27778","Baczyński, Krzysztof [SAP14000091]","tak","tak"
"27778","Pasenkiewicz-Gierula, Marta [SAP11006224]","tak","tak"
"27782","Kochan, Jakub [USOS34682]","nie","tak"
"27782","Wawro, Mateusz [USOS40149]","nie","tak"
"27782","Kasza, Aneta [SAP11016588]","tak","tak"
"27790","Korzeniewski, Bernard [SAP11015089]","tak","tak"
"30300","Sarewicz, Marcin [SAP11019911]","tak","tak"
"30300","Dutka, Małgorzata [SAP11115682]","tak","tak"
"30300","Pietras, Rafał [SAP14001350]","nie","tak"
"30300","Borek, Arkadiusz [SAP13008285]","tak","tak"
"30300","Osyczka, Artur [SAP11017125]","tak","tak"
"30299","Stec, Małgorzata [SAP20008581]","nie","nie"
"30299","Szatanek, Rafał [SAP20008095]","nie","nie"
"30299","Baj-Krzyworzeka, Monika [SAP20002003]","nie","nie"
"30299","Baran, Jarosław [SAP20001320]","nie","nie"
"30299","Zembala, Maria","nie","nie"
"30299","Barbasz, Jakub","nie","nie"
"30299","Waligórska, Agnieszka [SAP14011046]","tak","tak"
"30299","Dobrucki, Jurek W. [SAP11010251]","tak","tak"
"30299","Mytar, Bożenna [SAP20008444]","nie","nie"
"30299","Szczepanik, Antoni [SAP20001669]","nie","nie"
"30299","Siedlar, Maciej [SAP20001094]","nie","nie"
"30299","Drabik, Grażyna [SAP20002016]","nie","nie"
"30299","Urbanowicz, Barbara","nie","nie"
"30299","Zembala, Marek [SAP20001083]","nie","nie"
"30301","Zurawa-Janicka, Dorota","nie","nie"
"30301","Jarzab, Mirosław","nie","nie"
"30301","Polit, Agnieszka [SAP11016972]","tak","tak"
"30301","Skorko-Glonek, Joanna","nie","nie"
"30301","Lesner, Adam","nie","nie"
"30301","Gitlin, Agata","nie","nie"
"30301","Gieldon, Artur","nie","nie"
"30301","Ciarkowski, Jerzy","nie","nie"
"30301","Glaza, Przemysław","nie","nie"
"30301","Lubomska, Agnieszka","nie","nie"
"30301","Lipinska, Barbara","nie","nie"
"30305","Matwijczuk, Arkadiusz [SAP14011248]","tak","nie"
"30305","Kamiński, Daniel","nie","nie"
"30305","Górecki, Andrzej [SAP11017621]","tak","tak"
"30305","Ludwiczuk, Agnieszka","nie","nie"
"30305","Niewiadomy, Andrzej","nie","nie"
"30305","Maćkowski, Sebastian","nie","nie"
"30305","Gagoś, Mariusz","nie","nie"
"30308","Matwijczuk, Arkadiusz [SAP14011248]","tak","nie"
"30308","Górecki, Andrzej [SAP11003064]","tak","tak"
"30308","Kamiński, Daniel","nie","nie"
"30308","Myśliwa-Kurdziel, Beata [SAP11015459]","tak","tak"
"30308","Fiedor, Leszek [SAP11012795]","tak","tak"
"30308","Niewiadomy, Andrzej","nie","nie"
"30308","Karwasz, Grzegorz P.","nie","nie"
"30308","Gagos, Mariusz","nie","nie"
"30312","Grabacka, M.","nie","nie"
"30312","Waligorski, P.","nie","nie"
"30312","Zapata, A.","nie","nie"
"30312","Blake, D. A.","nie","nie"
"30312","Wyczechowska, D.","nie","nie"
"30312","Wilk, A.","nie","nie"
"30312","Rutkowska, Monika","nie","nie"
"30312","Vashistha, H.","nie","nie"
"30312","Ayyala, R.","nie","nie"
"30312","Ponnusamy, T.","nie","nie"
"30312","John, V. T.","nie","nie"
"30312","Culicchia, F.","nie","nie"
"30312","Wiśniewska-Becker, Anna [SAP11013979]","tak","tak"
"30312","Reiss, K.","nie","nie"
"30310","Kulig, Waldemar","nie","nie"
"30310","Pasenkiewicz-Gierula, Marta [SAP11006224]","tak","tak"
"30310","Róg, Tomasz","nie","nie"
"30307","Marczyńska, Joanna [SAP14004916]","tak","tak"
"30307","Banaś, Magdalena [USOS39536]","nie","tak"
"30307","Guzik, Krzysztof [SAP11014380]","tak","tak"
"30307","Kołtun, Michał","nie","tak"
"30307","Majewski, Paweł [SAP14003793]","tak","tak"
"30307","Cichy, Joanna [SAP11013475]","tak","tak"
"30307","Krzykawska-Serda, Martyna [SAP14004363]","tak","tak"
"30307","Makarska, Anna","nie","tak"
"30307","Kwitniewski, Mateusz [SAP14004302]","tak","tak"
"30367","Tomczyk, Mateusz [USOS95287]","nie","tak"
"30367","Nowak, Witold [SAP14008673]","tak","tak"
"30367","Jaźwa, Agnieszka [SAP11019832]","tak","tak"
"30386","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"30386","Zając, Dorota [USOS112100]","nie","tak"
"30386","Bocheńska, Oliwia [SAP12019980]","tak","tak"
"30386","Kozik, Andrzej [SAP11010989]","tak","tak"
"30634","Żak, Krzysztof [USOS79721]","nie","tak"
"30634","Kitel, Radosław","nie","nie"
"30634","Przetocka, Sara","nie","nie"
"30634","Golik, Przemysław [USOS61099]","nie","tak"
"30634","Guzik, Katarzyna [USOS80009]","nie","nie"
"30634","Musielak, Bogdan [SAP14008194]","nie","nie"
"30634","Dömling, Alexander","nie","nie"
"30634","Dubin, Grzegorz [SAP11019243]","tak","tak"
"30634","Holak, Tadeusz [SAP14007479]","nie","nie"
"30833","Horwacik, Irena [SAP11116244]","tak","tak"
"30833","Durbas, Małgorzata [SAP14007712]","tak","tak"
"30833","Boratyn, Elżbieta [SAP14007349]","tak","tak"
"30833","Sawicka, Anna","nie","tak"
"30833","Węgrzyn, Paulina [SAP11019019]","tak","tak"
"30833","Krzanik, Sylwia [USOS95140]","tak","tak"
"30833","Górka, Anna","nie","nie"
"30833","Drożniak, Joanna","nie","tak"
"30833","Augustyniak, Ewa","nie","tak"
"30833","Kowalczyk, Aleksandra [USOS57047]","nie","tak"
"30833","Rokita, Hanna [SAP11009796]","tak","tak"
"9560","Dulak, Józef [SAP11012135]","tak","tak"
"9560","Uchto, Joanna [SAP14002062]","tak","tak"
"9560","Józkowicz, Alicja [SAP11114690]","tak","tak"
"16804","Czaplicki, Dominik [SAP12019892]","tak","tak"
