'title','issn','eissn','2008_typ','2008_punkty','2009_typ','2009_punkty','2010_typ','2010_punkty','2011_typ','2011_punkty','2012_typ','2012_punkty','2013_typ','2013_punkty','2014_typ','2014_punkty'
'Cancer epidemiology biomarkers & prevention','1055-9965','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Cancer gene therapy','0929-1903','','','24','','24','A','32','A','35','A','35','A','30','A','25'
'Cancer Genetics','2210-7762','','','0','','0','','0','','0','','0','A','20','A','20'
'Cancer genetics and cytogenetics','0165-4608','','','15','','15','A','20','A','20','A','20','A','15','B','10'
'Cancer imaging','1470-7330','','','0','','0','','0','A','25','A','25','A','25','A','25'
'Cancer immunology immunotherapy','0340-7004','','','24','','24','A','32','A','30','A','30','A','30','A','30'
'Cancer investigation','0735-7907','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Cancer journal','1528-9117','','','20','','20','A','27','A','25','A','25','A','30','A','30'
'Cancer letters','0304-3835','','','20','','20','A','27','A','35','A','35','A','35','A','35'
'Cancer nursing','0162-220X','','','20','','24','A','32','A','35','A','35','A','35','A','35'
'Cancer Prevention Research','1940-6207','','','0','','0','','0','A','35','A','35','A','35','A','40'
'Cancer Radiotherapie','1278-3218','','','0','','0','','0','A','20','A','20','A','15','A','15'
'Cancer research','0008-5472','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Cancer Research and Treatment','1598-2998','','','0','','0','','0','','0','','0','A','20','A','25'
'Cancer science','1347-9032','','','20','','20','A','27','A','35','A','35','A','30','B','10'
'Cancer treatment reviews','0305-7372','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Candollea','0373-2967','','','10','','15','A','20','A','15','A','15','A','15','A','15'
'Carbohydrate polymers','0144-8617','','','24','','0','A','32','A','40','A','40','A','40','A','40'
'Carbohydrate research','0008-6215','','','24','','0','A','32','A','25','A','25','A','25','A','25'
'Carbon','0008-6223','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Carbonates and evaporites','0891-2556','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Carcinogenesis','0143-3334','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Cardiology','0008-6312','','','20','','20','A','27','A','25','A','25','A','20','A','20'
'Cardiology Journal','1897-5593','','','0','','0','','0','B','10','B','10','A','20','A','20'
'Cardiology clinics','0733-8651','','','0','','15','A','20','A','20','A','20','A','20','A','15'
'Cardiology in Review','1061-5377','','','0','','0','','0','A','30','A','30','A','30','A','30'
'Cardiology in the young','1047-9511','','','10','','15','A','20','A','20','A','20','A','20','A','20'
'CardioRenal Medicine','1664-3828','','','0','','0','','0','','0','','0','A','20','A','25'
'Cardiovascular and interventional radiology','0174-1551','','','10','','15','A','20','A','25','A','25','A','25','A','25'
'Cardiovascular Diabetology','1475-2840','','','0','','0','','0','A','30','A','30','A','35','A','30'
'Cardiovascular drugs and therapy','0920-3206','','','20','','20','A','27','A','30','A','30','A','30','A','25'
'Cardiovascular Engineering','1567-8822','','','0','','0','','0','A','20','A','20','A','20','B','10'
'Cardiovascular Journal of Africa','1995-1892','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Cardiovascular pathology','1054-8807','','','20','','0','A','27','A','25','A','25','A','25','A','25'
'Cardiovascular research','0008-6363','','','24','','0','A','32','A','45','A','45','A','40','A','40'
'Cardiovascular Therapeutics','1755-5914','','','0','','0','A','13','A','25','A','25','A','30','A','30'
'Cardiovascular Toxicology','1530-7905','','','0','','0','A','27','A','25','A','25','A','25','A','25'
'Cardiovascular Ultrasound','1476-7120','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Career dev q','0889-4019','','','0','','0','','0','A','20','A','20','A','20','A','15'
'Career Development International','1362-0436','','','0','','0','','0','C','10','C','10','A','20','A','20'
'Caribbean journal of science','0008-6452','','','10','','15','A','20','A','20','A','20','A','15','A','15'
'Caries research','0008-6568','','','20','','24','A','32','A','40','A','40','A','35','A','40'
'Carnets de geologie','1634-0744','','','0','','0','','0','','0','','0','A','20','A','15'
'Carpathian Journal of Earth and Environmental Sciences','1842-4090','','','0','','0','A','13','A','20','A','20','A','20','A','15'
'Carpathian Journal of Mathematics','1584-2851','','','0','','0','','0','A','30','A','30','A','30','A','25'
'Cartographic journal','0008-7041','','','10','','0','A','13','A','20','A','20','A','15','A','15'
'Cartography and Geographic Information Science','1523-0406','','','0','','0','','0','','0','','0','A','15','A','15'
'Caryologia','0008-7114','2165-5391','','10','','10','A','13','A','15','A','15','A','20','A','20'
'Castanea','0008-7475','','','0','','10','A','13','A','15','A','15','A','15','A','15'
'Catalysis communications','1566-7367','','','20','','0','A','27','A','30','A','30','A','30','A','30'
'Catalysis letters','1011-372X','','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Catalysis reviews-science and engineering','0161-4940','','','24','','24','A','32','A','40','A','40','A','45','A','40'
'Catalysis Science & Technology','2044-4753','','','0','','0','','0','','0','','0','A','30','A','35'
'Catalysis surveys from asia','1571-1013','','','15','','15','A','20','A','25','A','25','A','25','A','30'
'Catalysis today','0920-5861','','','24','','24','A','32','A','40','A','40','A','35','A','35'
'Catena','0341-8162','','','24','','24','A','32','A','35','A','35','A','35','A','35'
'Catheterization and cardiovascular interventions','1522-1946','','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Catholic university law review','0008-8390','','','15','','15','A','20','A','15','A','15','A','15','B','10'
'CBE-Life Sciences Education','1931-7913','','','0','','0','','0','A','25','A','25','A','25','A','30'
'Celestial mechanics & dynamical astronomy','0923-2958','','','20','','20','A','32','A','30','A','30','A','30','A','30'
'Cell','0092-8674','','','30','','30','A','40','A','50','A','50','A','50','A','50'
'Cell transplantation','0963-6897','','','24','','24','A','32','A','40','A','40','A','35','A','25'
'Cell Adhesion & Migration','1933-6918','','','0','','0','','0','','0','','0','A','20','A','20'
'Cell and Bioscience','2045-3701','','','0','','0','','0','','0','','0','A','25','A','25'
'Cell and tissue banking','1389-9333','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Cell and tissue research','0302-766X','','','20','','20','A','27','A','20','A','20','A','25','A','25'
'Cell biochemistry and biophysics','1085-9195','','','15','','15','A','20','A','25','A','25','A','25','A','25'
'Cell biochemistry and function','0263-6484','','','10','','10','A','13','A','15','A','15','A','15','A','20'
'Cell biology and toxicology','0742-2091','','','15','','15','A','20','A','25','A','25','A','20','A','20'
'Cell biology international','1065-6995','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Cell calcium','0143-4160','','','24','','24','A','32','A','30','A','30','A','25','A','25'
'Cell communication and adhesion','1541-9061','','','15','','15','A','20','A','20','A','20','A','20','A','15'
'Cell Communication and Signaling','1478-811X','','','0','','0','','0','','0','','0','A','35','A','30'
'Cell cycle','1538-4101','','','10','','20','A','27','A','30','A','30','A','30','A','30'
'Cell Death & Disease','2041-4889','','','0','','0','','0','','0','','0','A','35','A','35'
'Cell death and differentiation','1350-9047','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Cell Division','1747-1028','','','0','','0','','0','A','25','A','25','A','25','A','25'
'Cell Host & Microbe','1931-3128','','','0','','10','A','32','A','45','A','45','A','50','A','50'
'Cell Journal','2228-5806','','','0','','0','','0','','0','','0','A','15','A','15'
'Cell Metabolism','1550-4131','','','10','','24','A','32','A','50','A','50','A','50','A','50'
'Cell proliferation','0960-7722','','','24','','24','A','32','A','20','A','20','A','20','A','20'
'Cell research','1001-0602','','','15','','20','A','27','A','35','A','35','A','40','A','40'
'Cell Stem Cell','1934-5909','','','0','','10','A','32','A','50','A','50','A','50','A','50'
'Cell stress & chaperones','1355-8145','','','20','','20','A','27','A','25','A','25','A','20','A','20'
'Cell structure and function','0386-7196','','','20','','20','A','27','A','20','A','20','A','20','A','20'
'Cells tissues organs','1422-6405','','','20','','20','A','32','A','30','A','30','A','25','A','20'
'Cellular & molecular biology letters','1425-8153','','','10','','15','A','20','A','15','A','15','A','15','A','15'
'Cellular & Molecular Immunology','1672-7681','','','0','','0','','0','A','20','A','20','A','25','A','25'
'Cellular and Molecular Bioengineering','1865-5025','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Cellular and molecular biology','0145-5680','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Cellular and molecular life sciences','1420-682X','','','0','','24','A','32','A','40','A','40','A','40','A','40'
'Cellular and molecular neurobiology','0272-4340','','','15','','20','A','27','A','20','A','20','A','20','A','20'
'Cellular immunology','0008-8749','','','15','','0','A','20','A','20','A','20','A','20','A','20'
'Cellular microbiology','1462-5814','','','24','','0','A','32','A','40','A','40','A','40','A','35'
'Cellular oncology','2211-3428','','','24','','24','A','32','A','30','A','30','A','25','A','25'
'Cellular physiology and biochemistry','1015-8987','','','24','','24','A','32','A','30','A','30','A','30','A','30'
'Cellular polymers','0262-4893','','','15','','15','A','20','A','20','A','20','A','15','A','15'
'Cellular Reprogramming','2152-4971','','','0','','0','','0','','0','','0','A','25','A','20'
'Cellular signalling','0898-6568','','','20','','24','A','32','A','30','A','30','A','30','A','30'
'Cellulose','0969-0239','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Cellulose chemistry and technology','0576-9787','','','15','','15','A','20','A','20','A','20','A','20','A','25'
'Cement & concrete composites','0958-9465','','','20','','24','A','32','A','40','A','40','A','45','A','45'
'Cement and concrete research','0008-8846','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Cement Wapno Beton','1425-8129','','','0','','0','','0','A','15','A','15','A','20','A','15'
'Centaurus. International Magazine of the History of Mathematics, Science and Technology','0008-8994','','','0','','0','','0','C','10','C','10','A','25','A','20'
'Central European Journal of Energetic Materials','1733-7178','','','2','','6','A','9','B','10','B','10','A','25','A','30'
'Central European Journal of Immunology','1426-3912','','','4','','4','A','6','A','15','A','15','A','15','A','15'
'Central European Journal of Operations Research','1435-246X','','','0','','0','','0','A','15','A','15','A','15','A','20'
'Central European History','0008-9389','','','0','','0','','0','C','14','C','14','A','30','A','25'
'Central European Journal of Biology','1895-104X','','','0','','10','A','20','A','20','A','20','A','20','A','15'
'Central european journal of chemistry','1895-1066','','','15','','15','A','20','A','25','A','25','A','25','A','25'
'Central European Journal of Geosciences','2081-9900','','','0','','0','','0','','0','','0','A','15','A','15'
'Central European Journal of Mathematics','1895-1074','1644-3616','','0','','0','','0','A','20','A','20','A','15','A','20'
'Central European Journal of Medicine','1895-1058','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Central european journal of physics','1895-1082','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Central European Neurosurgery','1868-4904','','','0','','0','','0','','0','','0','A','15','A','15'
'Centro journal','1538-6279','','','0','','10','A','13','A','15','A','15','A','15','B','10'
'Cepal Review','0251-2920','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Cephalalgia','0333-1024','','','24','','24','A','32','A','35','A','35','A','30','A','35'
'Ceramics international','0272-8842','','','20','','0','A','32','A','40','A','40','A','40','A','40'
'Ceramics-silikaty','0862-5468','','','20','','20','A','27','A','25','A','25','A','25','A','20'
'Cereal chemistry','0009-0352','','','20','','20','A','27','A','30','A','30','A','25','A','25'
'Cereal foods world','0146-6283','','','15','','15','A','20','A','20','A','20','A','20','A','15'
'Cereal research communications','0133-3720','','','10','','20','A','27','A','15','A','15','A','15','A','15'
'Cerebellum','1473-4222','','','15','','15','A','32','A','30','A','30','A','25','A','25'
'Cerebral cortex','1047-3211','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Cerebrovascular diseases','1015-9770','','','20','','0','A','27','A','30','A','30','A','35','A','35'
